cardName,setName,foil,qtyOwned,buyPrice,sellPrice,buyMerchant,sellMerchant,buyQty,sellQty,spread
Windbrisk Heights,Modern Event Deck 2014,0,4,0.53,0,cardkingdom,None,10,0,%
Lavaborn Muse,Duel Decks: Sorin vs. Tibalt,0,1,0.1,0.25,Bulk,trollandtoad,99,37,%
Steam Augury,Duel Decks: Speed vs. Cunning,0,1,0.1,0.25,Bulk,trollandtoad,99,1,%
Windreaver,Duel Decks: Venser vs. Koth,0,2,0.1,0.25,Bulk,trollandtoad,99,2,%
Pyrrhic Revival,Eventide,0,1,0.1,0.25,Bulk,trollandtoad,99,2,%
Parallax Inhibitor,Nemesis,0,2,0.1,0.25,Bulk,trollandtoad,99,5,%
Fleeting Image,Urza's Legacy,0,1,0.1,0.25,Bulk,trollandtoad,99,6,%
Lavaball Trap,Zendikar,0,1,0.1,0.25,Bulk,trollandtoad,99,11,%
Thousand Winds,Duel Decks: Speed vs. Cunning,0,1,0.1,0.26,Bulk,tcgplayer,99,,%
Scourge of Fleets,Duel Decks: Elspeth vs. Kiora,0,3,0.1,0.27,Bulk,tcgplayer,99,,%
Sphinx of Uthuun,Duel Decks: Venser vs. Koth,0,1,0.1,0.28,Bulk,tcgplayer,99,,%
Sol'kanar the Swamp King,"Time Spiral ""Timeshifted""",0,1,0.04,0.28,abugames,tcgplayer,99,,%
Pulse of the Dross,Darksteel,0,1,0.1,0.29,Bulk,tcgplayer,99,,%
Hold the Line,Duel Decks: Speed vs. Cunning,0,1,0.1,0.29,Bulk,tcgplayer,99,,%
Ogre Battledriver,Duel Decks: Speed vs. Cunning,0,2,0.1,0.29,Bulk,tcgplayer,99,,%
Consume the Meek,Duel Decks: Zendikar vs. Eldrazi,0,4,0.1,0.29,Bulk,tcgplayer,99,,%
Necrotic Plague,Magic 2011,0,1,0.1,0.29,Bulk,tcgplayer,99,,%
Pentavus,Mirrodin,0,1,0.1,0.29,Bulk,tcgplayer,99,,%
Devout Lightcaster,Zendikar,0,1,0.1,0.29,Bulk,tcgplayer,99,,%
False Dawn,Apocalypse,0,1,0.1,0.3,Bulk,trollandtoad,99,2,%
Extractor Demon,Conflux,0,1,0.1,0.3,Bulk,tcgplayer,99,,%
Turn the Tables,Darksteel,0,1,0.1,0.3,Bulk,trollandtoad,99,1,%
Plasm Capture,Duel Decks: Elspeth vs. Kiora,0,1,0.1,0.3,Bulk,tcgplayer,99,,%
Magmaw,Duel Decks: Zendikar vs. Eldrazi,0,7,0.1,0.3,Bulk,tcgplayer,99,,%
Gigantomancer,Rise of the Eldrazi,0,1,0.1,0.3,Bulk,tcgplayer,99,,%
"Soramaro, First to Dream",Saviors of Kamigawa,0,1,0.1,0.3,Bulk,trollandtoad,99,1,%
Archon of Redemption,Worldwake,0,1,0.1,0.3,Bulk,tcgplayer,99,,%
Gigantiform,Zendikar,0,4,0.1,0.3,Bulk,tcgplayer,99,,%
Gleancrawler,Duel Decks: Izzet vs. Golgari,0,2,0.1,0.31,Bulk,tcgplayer,99,,%
Seer's Sundial,Duel Decks: Zendikar vs. Eldrazi,0,2,0.1,0.31,Bulk,tcgplayer,99,,%
Manabarbs,Magic 2010,0,1,0.1,0.31,Bulk,tcgplayer,99,,%
Mind Shatter,Magic 2010,0,2,0.1,0.31,Bulk,tcgplayer,99,,%
Liar's Pendulum,Mirrodin,0,1,0.1,0.31,Bulk,tcgplayer,99,,%
Void,"Time Spiral ""Timeshifted""",0,1,0.04,0.31,abugames,tcgplayer,99,,%
Titanic Ultimatum,Ajani vs. Nicol Bolas,0,1,0.1,0.32,Bulk,tcgplayer,99,,%
Sages of the Anima,Alara Reborn,0,1,0.1,0.32,Bulk,tcgplayer,99,,%
Kodama of the Center Tree,Betrayers of Kamigawa,0,1,0.1,0.32,Bulk,tcgplayer,99,,%
"Kumano, Master Yamabushi",Champions of Kamigawa,0,1,0.1,0.32,Bulk,tcgplayer,99,,%
Djinn Illuminatus,Duel Decks: Izzet vs. Golgari,0,1,0.1,0.32,Bulk,tcgplayer,99,,%
Hellion Eruption,Duel Decks: Zendikar vs. Eldrazi,0,6,0.1,0.32,Bulk,tcgplayer,99,,%
Dearly Departed,Innistrad,0,5,0.1,0.32,Bulk,tcgplayer,99,,%
Destructive Force,Magic 2011,0,2,0.1,0.32,Bulk,tcgplayer,99,,%
Tribal Golem,Onslaught,0,1,0.1,0.32,Bulk,tcgplayer,99,,%
Baneful Omen,Rise of the Eldrazi,0,1,0.1,0.32,Bulk,tcgplayer,99,,%
Sphinx-Bone Wand,Rise of the Eldrazi,0,1,0.1,0.32,Bulk,tcgplayer,99,,%
Swirl the Mists,Champions of Kamigawa,0,1,0.1,0.33,Bulk,tcgplayer,99,,%
Havengul Runebinder,Dark Ascension,0,5,0.1,0.33,Bulk,tcgplayer,99,,%
Prophetic Bolt,Duel Decks: Izzet vs. Golgari,0,1,0.1,0.33,Bulk,tcgplayer,99,,%
Lightning Angel,Duel Decks: Speed vs. Cunning,0,1,0.14,0.33,abugames,tcgplayer,20,,%
Butcher of Malakir,Duel Decks: Zendikar vs. Eldrazi,0,6,0.1,0.33,Bulk,tcgplayer,99,,%
Clone,Magic 2011,0,1,0.1,0.33,Bulk,tcgplayer,99,,%
Parallax Nexus,Nemesis,0,1,0.1,0.33,Bulk,tcgplayer,99,,%
Midnight Ritual,Tenth Edition,0,1,0.1,0.33,Bulk,tcgplayer,99,,%
Brink of Madness,Urza's Legacy,0,2,0.1,0.33,Bulk,tcgplayer,99,,%
"Magosi, the Waterveil",Zendikar,0,1,0.1,0.33,Bulk,tcgplayer,99,,%
Swift Silence,Dissension,0,1,0.1,0.34,Bulk,tcgplayer,99,,%
Fallen Angel,Duel Decks: Divine vs. Demonic,0,1,0.1,0.34,Bulk,tcgplayer,99,,%
Invoke the Firemind,Duel Decks: Izzet vs. Golgari,0,1,0.1,0.34,Bulk,tcgplayer,99,,%
Twilight's Call,Duel Decks: Izzet vs. Golgari,0,1,0.1,0.34,Bulk,tcgplayer,99,,%
Dark Tutelage,Magic 2011,0,2,0.1,0.34,Bulk,tcgplayer,99,,%
Nefarious Lich,Odyssey,0,1,0.1,0.34,Bulk,tcgplayer,99,,%
Head Games,Onslaught,0,1,0.1,0.34,Bulk,tcgplayer,99,,%
"Greel, Mind Raker",Prophecy,0,1,0.1,0.34,Bulk,trollandtoad,99,6,%
Woebringer Demon,Ravnica: City of Guilds,0,1,0.1,0.34,Bulk,tcgplayer,99,,%
Hedron-Field Purists,Rise of the Eldrazi,0,2,0.1,0.34,Bulk,tcgplayer,99,,%
Magus of the Scroll,Time Spiral,0,1,0.1,0.34,Bulk,trollandtoad,99,18,%
Cruel Ultimatum,Ajani vs. Nicol Bolas,0,2,0.1,0.35,Bulk,trollandtoad,99,1,%
Death Grasp,Apocalypse,0,1,0.25,0.35,magicdotcards,trollandtoad,,6,%
Captain of the Mists,Avacyn Restored,0,5,0.1,0.35,Bulk,tcgplayer,99,,%
"Ben-Ben, Akki Hermit",Champions of Kamigawa,0,1,0.24,0.35,cardkingdom,trollandtoad,15,3,%
"Heidar, Rimewind Master",Coldsnap,0,1,0.1,0.35,Bulk,tcgplayer,99,,%
Hibernation's End,Coldsnap,0,1,0.1,0.35,Bulk,trollandtoad,99,2,%
Pulse of the Tangle,Darksteel,0,1,0.1,0.35,Bulk,tcgplayer,99,,%
Decree of Justice,Duel Decks: Elspeth vs. Kiora,0,3,0.1,0.35,Bulk,tcgplayer,99,,%
Simic Sky Swallower,Duel Decks: Elspeth vs. Kiora,0,1,0.1,0.35,Bulk,tcgplayer,99,,%
Catapult Master,Duel Decks: Elspeth vs. Tezzeret,0,1,0.1,0.35,Bulk,trollandtoad,99,1,%
Reaper of the Wilds,Duel Decks: Jace vs. Vraska,0,2,0.1,0.35,Bulk,tcgplayer,99,,%
"Darigaaz, the Igniter",Duel Decks: Phyrexia vs. The Coalition,0,1,0.25,0.35,cardkingdom,trollandtoad,10,3,%
Ancient Craving,Duel Decks: Sorin vs. Tibalt,0,1,0.1,0.35,Bulk,trollandtoad,99,9,%
Devil's Play,Duel Decks: Sorin vs. Tibalt,0,1,0.1,0.35,Bulk,tcgplayer,99,,%
Hell's Thunder,Duel Decks: Speed vs. Cunning,0,1,0.14,0.35,abugames,tcgplayer,20,,%
Veteran Warleader,Duel Decks: Zendikar vs. Eldrazi,0,3,0.1,0.35,Bulk,trollandtoad,99,66,%
Umbra Stalker,Eventide,0,2,0.1,0.35,Bulk,trollandtoad,99,2,%
Mindless Automaton,Exodus,0,1,0.1,0.35,Bulk,trollandtoad,99,1,%
All Suns' Dawn,Fifth Dawn,0,1,0.25,0.35,magicdotcards,trollandtoad,,2,%
Pyromancer's Swath,Future Sight,0,1,0.25,0.35,magicdotcards,trollandtoad,,2,%
Borborygmos,Guildpact,0,1,0.15,0.35,abugames,trollandtoad,99,5,%
Djinn Illuminatus,Guildpact,0,1,0.1,0.35,Bulk,trollandtoad,99,6,%
Skeletal Vampire,Guildpact,0,1,0.25,0.35,magicdotcards,trollandtoad,,3,%
Spelltithe Enforcer,Guildpact,0,1,0.25,0.35,magicdotcards,trollandtoad,,2,%
"Kangee, Aerie Keeper",Invasion,0,1,0.25,0.35,cardkingdom,trollandtoad,10,2,%
Restock,Invasion,0,1,0.25,0.35,magicdotcards,trollandtoad,,2,%
Urza's Filter,Invasion,0,1,0.25,0.35,magicdotcards,trollandtoad,,3,%
"Brigid, Hero of Kinsbaile",Lorwyn,0,1,0.52,0.35,cardkingdom,trollandtoad,12,6,%
Planar Cleansing,Magic 2010,0,1,0.13,0.35,abugames,trollandtoad,30,1,%
Shivan Dragon,Magic 2010,0,1,0.13,0.35,abugames,trollandtoad,20,1,%
Stormtide Leviathan,Magic 2011,0,4,0.1,0.35,Bulk,tcgplayer,99,,%
Triskelion,Magic 2011,0,2,0.1,0.35,Bulk,trollandtoad,99,1,%
Crumbling Sanctuary,Mercadian Masques,0,1,0.1,0.35,Bulk,trollandtoad,99,1,%
Ivory Mask,Mercadian Masques,0,1,0.5,0.35,magicdotcards,trollandtoad,,2,%
Vernal Equinox,Mercadian Masques,0,1,0.1,0.35,Bulk,trollandtoad,99,1,%
Grinning Totem,Mirage,0,1,0.25,0.35,magicdotcards,tcgplayer,,,%
Luminous Angel,Mirrodin,0,1,0.25,0.35,magicdotcards,trollandtoad,,3,%
Quicksilver Fountain,Mirrodin,0,1,0.4,0.35,cardkingdom,trollandtoad,15,1,%
Mana Cache,Nemesis,0,1,0.1,0.35,Bulk,trollandtoad,99,9,%
Balancing Act,Odyssey,0,1,0.1,0.35,Bulk,trollandtoad,99,1,%
Zoologist,Odyssey,0,1,0.1,0.35,Bulk,trollandtoad,99,2,%
"Ixidor, Reality Sculptor",Onslaught,0,2,0.25,0.35,magicdotcards,trollandtoad,,1,%
Jedit Ojanen of Efrava,Planar Chaos,0,2,0.15,0.35,abugames,trollandtoad,99,4,%
"Oros, the Avenger",Planar Chaos,0,1,0.25,0.35,magicdotcards,trollandtoad,,2,%
Doomsday Specter,Planeshift,0,1,0.5,0.35,magicdotcards,trollandtoad,,4,%
Shrouded Serpent,Prophecy,0,1,0.1,0.35,Bulk,tcgplayer,99,,%
Nullstone Gargoyle,Ravnica: City of Guilds,0,1,0.1,0.35,Bulk,tcgplayer,99,,%
Consume the Meek,Rise of the Eldrazi,0,1,0.1,0.35,Bulk,trollandtoad,99,5,%
Cabal Conditioning,Scourge,0,1,0.1,0.35,Bulk,trollandtoad,99,1,%
Soul Collector,Scourge,0,1,0.25,0.35,magicdotcards,trollandtoad,,6,%
Isleback Spawn,Shadowmoor,0,1,0.1,0.35,Bulk,trollandtoad,99,1,%
Knollspine Invocation,Shadowmoor,0,1,0.1,0.35,Bulk,tcgplayer,99,,%
Invincible Hymn,Shards of Alara,0,1,0.1,0.35,Bulk,tcgplayer,99,,%
Salvage Titan,Shards of Alara,0,1,0.1,0.35,Bulk,trollandtoad,99,2,%
Root Maze,Tempest,0,1,0.25,0.35,magicdotcards,trollandtoad,,2,%
"Ith, High Arcanist",Time Spiral,0,1,0.1,0.35,Bulk,tcgplayer,99,,%
Thelon of Havenwood,Time Spiral,0,1,0.5,0.35,magicdotcards,trollandtoad,,4,%
Merieke Ri Berit,"Time Spiral ""Timeshifted""",0,1,0.26,0.35,cardkingdom,trollandtoad,9,2,%
Hypnox,Torment,0,1,0.25,0.35,magicdotcards,trollandtoad,,2,%
Purify,Urza's Legacy,0,1,0.1,0.35,Bulk,trollandtoad,99,2,%
Subversion,Urza's Legacy,0,1,0.5,0.35,magicdotcards,trollandtoad,,3,%
Reprocess,Urza's Saga,0,1,0.1,0.35,Bulk,trollandtoad,99,2,%
Cosi's Trickster,Zendikar,0,4,0.25,0.35,cardkingdom,trollandtoad,18,2,%
Grappling Hook,Zendikar,0,1,0.11,0.35,abugames,trollandtoad,50,4,%
Guul Draz Specter,Zendikar,0,1,0.16,0.35,abugames,trollandtoad,20,3,%
Sphinx of Lost Truths,Zendikar,0,1,0.1,0.35,Bulk,tcgplayer,99,,%
Terra Stomper,Zendikar,0,2,0.25,0.35,magicdotcards,trollandtoad,,3,%
World Queller,Zendikar,0,2,0.1,0.35,Bulk,trollandtoad,99,1,%
Identity Crisis,Alara Reborn,0,1,0.1,0.36,Bulk,tcgplayer,99,,%
Clone,Duel Decks: Venser vs. Koth,0,2,0.1,0.36,Bulk,tcgplayer,99,,%
Haunting Echoes,Magic 2011,0,1,0.25,0.36,magicdotcards,tcgplayer,,,%
Reach of Branches,Morningtide,0,1,0.1,0.36,Bulk,tcgplayer,99,,%
Sengir Nosferatu,Time Spiral,0,1,0.1,0.36,Bulk,tcgplayer,99,,%
Rude Awakening,Duel Decks: Garruk vs. Liliana,0,1,0.1,0.37,Bulk,tcgplayer,99,,%
Ohran Viper,Duel Decks: Jace vs. Vraska,0,6,0.1,0.37,Bulk,tcgplayer,99,,%
Near-Death Experience,Rise of the Eldrazi,0,1,0.1,0.37,Bulk,tcgplayer,99,,%
Sharding Sphinx,Shards of Alara,0,1,0.1,0.37,Bulk,tcgplayer,99,,%
Magus of the Mirror,Time Spiral,0,1,0.1,0.37,Bulk,tcgplayer,99,,%
Realm Razer,Shards of Alara,0,1,0.1,0.38,Bulk,tcgplayer,99,,%
Skill Borrower,Shards of Alara,0,1,0.17,0.38,abugames,tcgplayer,16,,%
Soldevi Digger,Alliances,0,1,0.25,0.39,magicdotcards,tcgplayer,,,%
Fury of the Horde,Coldsnap,0,1,0.5,0.39,magicdotcards,trollandtoad,,3,%
Paleoloth,Conflux,0,1,0.1,0.39,Bulk,tcgplayer,99,,%
Butcher of Malakir,Duel Decks: Sorin vs. Tibalt,0,3,0.1,0.39,Bulk,tcgplayer,99,,%
Skull of Orm,Eighth Edition,0,1,0.1,0.39,Bulk,abugames,99,80,%
Oblation,Onslaught,0,1,0.1,0.39,Bulk,trollandtoad,99,4,%
Titanic Ultimatum,Shards of Alara,0,1,0.1,0.39,Bulk,tcgplayer,99,,%
Scepter of Fugue,Conflux,0,1,0.25,0.4,magicdotcards,tcgplayer,,,%
"Untaidake, the Cloud Keeper",Champions of Kamigawa,0,2,0.1,0.41,Bulk,tcgplayer,99,,%
Precinct Captain,Duel Decks: Elspeth vs. Kiora,0,1,0.2,0.41,cardkingdom,tcgplayer,16,,%
Nobilis of War,Duel Decks: Heroes vs. Monsters,0,2,0.1,0.41,Bulk,tcgplayer,99,,%
Brilliant Ultimatum,Shards of Alara,0,1,0.1,0.41,Bulk,tcgplayer,99,,%
Skullmulcher,Shards of Alara,0,2,0.1,0.41,Bulk,tcgplayer,99,,%
Nomads' Assembly,Rise of the Eldrazi,0,1,0.1,0.43,Bulk,tcgplayer,99,,%
Terra Eternal,Worldwake,0,1,0.2,0.43,cardkingdom,tcgplayer,10,,%
Spectral Lynx,Apocalypse,0,2,0.1,0.44,Bulk,tcgplayer,99,,%
Magus of the Abyss,Future Sight,0,1,0.11,0.44,abugames,tcgplayer,50,,%
Triskelion,Mirrodin,0,2,0.16,0.44,cardkingdom,tcgplayer,10,,%
Might of Oaks,Ninth Edition,0,1,0.16,0.44,abugames,tcgplayer,20,,%
Doomgape,Duel Decks: Izzet vs. Golgari,0,2,0.1,0.45,Bulk,tcgplayer,99,,%
Battle Squadron,Mercadian Masques,0,1,0.25,0.45,magicdotcards,tcgplayer,,,%
Wildfire,Ninth Edition,0,1,0.1,0.45,Bulk,tcgplayer,99,,%
Rolling Stones,Stronghold,0,1,0.25,0.45,magicdotcards,tcgplayer,,,%
"Tomorrow, Azami's Familiar",Betrayers of Kamigawa,0,1,0.25,0.46,magicdotcards,tcgplayer,,,%
Underworld Connections,Duel Decks: Jace vs. Vraska,0,2,0.1,0.46,Bulk,tcgplayer,99,,%
Relentless Assault,Visions,0,1,0.25,0.46,magicdotcards,tcgplayer,,,%
Pulse of the Forge,Darksteel,0,1,0.25,0.47,cardkingdom,tcgplayer,13,,%
Loyal Sentry,Duel Decks: Elspeth vs. Tezzeret,0,1,0.1,0.47,Bulk,tcgplayer,99,,%
Sacred Ground,Ninth Edition,0,1,0.1,0.47,Bulk,tcgplayer,99,,%
Lord of the Pit,Tenth Edition,0,1,0.25,0.47,magicdotcards,tcgplayer,,,%
Nantuko Shade,Magic 2011,0,2,0.1,0.48,Bulk,tcgplayer,99,,%
Temple Bell,Magic 2011,0,1,0.17,0.48,abugames,tcgplayer,16,,%
Dream Chisel,Onslaught,0,1,0.1,0.48,Bulk,tcgplayer,99,,%
Sedraxis Specter,Shards of Alara,0,1,0.1,0.48,Bulk,tcgplayer,99,,%
Loxodon Hierarch,Ajani vs. Nicol Bolas,0,1,0.1,0.49,Bulk,trollandtoad,99,1,%
Aven Mimeomancer,Alara Reborn,0,1,0.25,0.49,cardkingdom,tcgplayer,10,,%
Knotvine Paladin,Alara Reborn,0,1,0.23,0.49,abugames,trollandtoad,20,8,%
Legacy Weapon,Apocalypse,0,2,0.5,0.49,magicdotcards,trollandtoad,,2,%
Harvester of Souls,Avacyn Restored,0,5,0.41,0.49,abugames,trollandtoad,50,1,%
Increasing Devotion,Dark Ascension,0,5,0.25,0.49,magicdotcards,trollandtoad,,17,%
Reiver Demon,Duel Decks: Divine vs. Demonic,0,1,0.3,0.49,abugames,trollandtoad,99,5,%
Mutilate,Duel Decks: Garruk vs. Liliana,0,1,0.1,0.49,Bulk,trollandtoad,99,1,%
Skeletal Vampire,Duel Decks: Garruk vs. Liliana,0,1,0.1,0.49,Bulk,tcgplayer,99,,%
Troll Ascetic,Duel Decks: Heroes vs. Monsters,0,1,0.14,0.49,abugames,trollandtoad,99,26,%
Voracious Dragon,Duel Decks: Knights vs. Dragons,0,1,0.25,0.49,abugames,trollandtoad,99,1,%
Breaking Point,Duel Decks: Sorin vs. Tibalt,0,1,0.12,0.49,cardkingdom,trollandtoad,16,5,%
Hellrider,Duel Decks: Sorin vs. Tibalt,0,1,0.1,0.49,Bulk,trollandtoad,99,7,%
Sulfuric Vortex,Duel Decks: Sorin vs. Tibalt,0,1,0.1,0.49,Bulk,trollandtoad,99,7,%
Journeyer's Kite,Duel Decks: Venser vs. Koth,0,1,0.2,0.49,cardkingdom,trollandtoad,10,11,%
Sunblast Angel,Duel Decks: Venser vs. Koth,0,2,0.18,0.49,cardkingdom,trollandtoad,13,3,%
Temporal Adept,Eighth Edition,0,1,0.19,0.49,cardkingdom,abugames,10,39,%
Worm Harvest,Eventide,0,1,0.2,0.49,abugames,trollandtoad,50,5,%
Glint-Eye Nephilim,Guildpact,0,1,0.52,0.49,cardkingdom,trollandtoad,10,1,%
Spreading Plague,Invasion,0,1,0.36,0.49,cardkingdom,trollandtoad,9,7,%
Kalonian Behemoth,Magic 2010,0,1,0.5,0.49,magicdotcards,trollandtoad,,1,%
Shared Fate,Mirrodin,0,1,0.5,0.49,magicdotcards,trollandtoad,,2,%
Slithermuse,Morningtide,0,1,0.16,0.49,cardkingdom,tcgplayer,10,,%
Body Double,Planar Chaos,0,2,0.5,0.49,cardkingdom,trollandtoad,12,1,%
Denying Wind,Prophecy,0,1,0.25,0.49,magicdotcards,tcgplayer,,,%
Eye of the Storm,Ravnica: City of Guilds,0,1,0.6,0.49,cardkingdom,trollandtoad,20,3,%
Hex,Ravnica: City of Guilds,0,1,0.25,0.49,magicdotcards,trollandtoad,,6,%
Pestilence Demon,Rise of the Eldrazi,0,1,0.17,0.49,abugames,trollandtoad,99,6,%
Counterbore,Shadowmoor,0,1,0.25,0.49,magicdotcards,trollandtoad,,7,%
Grim Poppet,Shadowmoor,0,2,0.27,0.49,abugames,trollandtoad,50,3,%
Mass Calcify,Shadowmoor,0,1,0.52,0.49,cardkingdom,trollandtoad,10,5,%
Furnace of Rath,Tempest,0,1,0.5,0.49,magicdotcards,trollandtoad,,3,%
Demonic Collusion,Time Spiral,0,1,0.4,0.49,cardkingdom,trollandtoad,6,1,%
Sprite Noble,Time Spiral,0,1,0.3,0.49,cardkingdom,tcgplayer,14,,%
Persecute,Urza's Saga,0,1,0.5,0.49,magicdotcards,trollandtoad,,1,%
Archmage Ascension,Zendikar,0,3,0.5,0.49,cardkingdom,trollandtoad,25,4,%
Future Sight,Duel Decks: Jace vs. Vraska,0,1,0.1,0.53,Bulk,tcgplayer,99,,%
Echo Mage,Rise of the Eldrazi,0,2,0.1,0.53,Bulk,tcgplayer,99,,%
Turntimber Ranger,Zendikar,0,4,0.25,0.54,magicdotcards,tcgplayer,,,%
Mystic Snake,Apocalypse,0,1,0.5,0.56,magicdotcards,trollandtoad,,4,%
Butcher of Malakir,Worldwake,0,1,0.1,0.57,Bulk,tcgplayer,99,,%
Scute Mob,Duel Decks: Zendikar vs. Eldrazi,0,6,0.1,0.58,Bulk,tcgplayer,99,,%
Two-Headed Dragon,Archenemy,0,1,0.38,0.59,cardkingdom,trollandtoad,10,6,%
"Higure, the Still Wind",Betrayers of Kamigawa,0,2,0.52,0.59,abugames,trollandtoad,12,2,%
Springjack Pasture,Eventide,0,1,0.75,0.59,magicdotcards,trollandtoad,,6,%
Pact of the Titan,Future Sight,0,1,0.65,0.59,cardkingdom,trollandtoad,20,7,%
Enduring Renewal,Ice Age,0,1,0.36,0.59,abugames,trollandtoad,12,2,%
Unbreathing Horde,Innistrad,0,6,0.3,0.59,cardkingdom,trollandtoad,24,5,%
Royal Assassin,Magic 2011,0,1,0.25,0.59,magicdotcards,trollandtoad,,9,%
Glissa Sunseeker,Mirrodin,0,2,0.3,0.59,abugames,trollandtoad,50,1,%
"Numot, the Devastator",Planar Chaos,0,1,0.5,0.59,cardkingdom,trollandtoad,10,2,%
Tuktuk the Explorer,Rise of the Eldrazi,0,1,0.1,0.59,Bulk,trollandtoad,99,2,%
"Jaya Ballard, Task Mage",Time Spiral,0,2,0.25,0.59,magicdotcards,trollandtoad,,3,%
Kher Keep,Time Spiral,0,1,0.38,0.59,cardkingdom,trollandtoad,10,1,%
Crypt of Agadeem,Zendikar,0,2,0.5,0.63,cardkingdom,tcgplayer,22,,%
"Cho-Manno, Revolutionary",Tenth Edition,0,1,0.33,0.65,cardkingdom,tcgplayer,10,,%
Rising Waters,Nemesis,0,1,0.41,0.68,abugames,tcgplayer,12,,%
Soul Spike,Coldsnap,0,1,1,0.69,magicdotcards,trollandtoad,,1,%
Kederekt Parasite,Conflux,0,1,0.85,0.69,cardkingdom,trollandtoad,14,13,%
Deus of Calamity,Duel Decks: Heroes vs. Monsters,0,1,0.52,0.69,abugames,trollandtoad,12,1,%
Rakdos Pit Dragon,Duel Decks: Jace vs. Chandra,0,1,0.1,0.69,Bulk,trollandtoad,99,1,%
Thunder Dragon,Duel Decks: Knights vs. Dragons,0,2,0.48,0.69,abugames,trollandtoad,99,3,%
"Treva, the Renewer",Duel Decks: Phyrexia vs. The Coalition,0,1,0.23,0.69,abugames,trollandtoad,99,1,%
Yore-Tiller Nephilim,Guildpact,0,2,0.54,0.69,abugames,trollandtoad,16,1,%
Aura Mutation,Invasion,0,1,0.5,0.69,capefeargames,trollandtoad,4,4,%
Epic Struggle,Judgment,0,2,0.75,0.69,magicdotcards,trollandtoad,,3,%
Indestructibility,Magic 2010,0,1,0.25,0.69,magicdotcards,trollandtoad,,3,%
Time Reversal,Magic 2011,0,2,0.5,0.69,magicdotcards,trollandtoad,,1,%
Teeka's Dragon,Mirage,0,1,0.75,0.69,magicdotcards,trollandtoad,,1,%
Benalish Commander,Planar Chaos,0,1,0.8,0.69,abugames,trollandtoad,12,1,%
Mortician Beetle,Rise of the Eldrazi,0,1,0.49,0.69,abugames,trollandtoad,20,5,%
Dramatic Entrance,Shadowmoor,0,1,1.5,0.69,magicdotcards,trollandtoad,,1,%
Deep-Sea Kraken,Time Spiral,0,2,0.25,0.69,magicdotcards,trollandtoad,,1,%
Sudden Spoiling,Time Spiral,0,2,0.28,0.69,abugames,trollandtoad,50,6,%
Temporal Aperture,Urza's Saga,0,1,0.6,0.69,abugames,trollandtoad,35,2,%
Comet Storm,Worldwake,0,2,0.5,0.69,magicdotcards,trollandtoad,,7,%
Roil Elemental,Zendikar,0,2,0.75,0.69,magicdotcards,trollandtoad,,2,%
Orb of Dreams,Betrayers of Kamigawa,0,1,0.5,0.7,magicdotcards,tcgplayer,,,%
Decree of Silence,Scourge,0,1,0.36,0.71,abugames,tcgplayer,15,,%
Eerie Interlude,Shadows over Innistrad,0,4,0.28,0.72,abugames,tcgplayer,50,,%
Cradle of Vitality,Shards of Alara,0,1,0.5,0.72,magicdotcards,tcgplayer,,,%
Inkwell Leviathan,Duel Decks: Elspeth vs. Kiora,0,1,0.1,0.74,Bulk,tcgplayer,99,,%
Oppression,Urza's Saga,0,1,0.5,0.74,magicdotcards,tcgplayer,,,%
Wall of Nets,Exodus,0,1,0.32,0.75,abugames,tcgplayer,99,,%
Cephalid Constable,Tenth Edition,0,1,0.36,0.76,abugames,tcgplayer,12,,%
Body Double,Duel Decks: Jace vs. Vraska,0,4,0.4,0.77,cardkingdom,tcgplayer,19,,%
Desolation Angel,Apocalypse,0,1,0.5,0.79,magicdotcards,trollandtoad,,2,%
Acquire,Fifth Dawn,0,2,0.98,0.79,abugames,trollandtoad,20,3,%
Surgespanner,Lorwyn,0,1,0.5,0.79,magicdotcards,trollandtoad,,2,%
Mystifying Maze,Magic 2011,0,1,0.5,0.79,magicdotcards,trollandtoad,,2,%
Temporal Adept,Ninth Edition,0,1,0.25,0.79,cardkingdom,tcgplayer,10,,%
"Crovax, Ascendant Hero",Planar Chaos,0,3,0.9,0.79,cardkingdom,trollandtoad,20,8,%
Consuming Vapors,Rise of the Eldrazi,0,1,0.3,0.79,abugames,trollandtoad,50,9,%
Umbra Mystic,Rise of the Eldrazi,0,1,0.27,0.79,abugames,trollandtoad,50,2,%
"Wort, the Raidmother",Shadowmoor,0,1,0.58,0.79,abugames,trollandtoad,50,2,%
Plunge into Darkness,Fifth Dawn,0,1,0.5,0.81,magicdotcards,tcgplayer,,,%
Blood Tribute,Zendikar,0,1,0.32,0.82,abugames,tcgplayer,30,,%
Questing Phelddagrif,Planeshift,0,1,0.39,0.84,abugames,tcgplayer,20,,%
Arena,"Time Spiral ""Timeshifted""",0,1,0.5,0.84,magicdotcards,tcgplayer,,,%
Meglonoth,Conflux,0,2,0.25,0.87,cardkingdom,tcgplayer,10,,%
"Ryusei, the Falling Star",Champions of Kamigawa,0,1,0.8,0.89,cardkingdom,trollandtoad,15,4,%
Winds of Rath,Duel Decks: Heroes vs. Monsters,0,2,0.3,0.89,cardkingdom,trollandtoad,17,5,%
Twilight Drover,Duel Decks: Sorin vs. Tibalt,0,1,0.21,0.89,abugames,trollandtoad,99,3,%
Abyssal Nocturnus,Guildpact,0,3,0.75,0.89,magicdotcards,trollandtoad,,2,%
