Count,Tradelist Count,Name,Edition,My Price,Price
20,8,Silent Sentinel,Born of the Gods,0.33,$0.28
1,1,Silhouette,Legends,0.43,$0.50
7,7,Silkenfist Fighter,Nemesis,0.16,$0.14
4,4,Silkenfist Order,Nemesis,0.19,$0.20
38,8,Silklash Spider,Magic 2013,0.3,$0.30
3,3,Silt Crawler,Prophecy,0.16,$0.14
25,8,Silumgar Assassin,Dragons of Tarkir,0.37,$0.33
34,8,Silumgar's Command,Dragons of Tarkir,0.55,$0.63
48,8,"Silumgar, the Drifting Death",Fate Reforged,0.48,$0.48
8,8,Silver Drake,Planeshift,0.17,$0.14
24,8,Silverblade Paladin,Avacyn Restored,0.59,$0.57
14,8,Silverfur Partisan,Shadows over Innistrad,0.89,$0.92
4,4,Silverglade Elemental,Mercadian Masques,0.18,$0.16
1,1,Silverglade Pathfinder,Mercadian Masques,0.22,$0.22
2,2,Simian Grunts,Urza's Legacy,0.16,$0.14
42,8,Simic Manipulator,Gatecrash,0.32,$0.30
1,1,Simoon,Visions,0.2,$0.20
2,2,Simulacrum,Revised Edition,0.2,$0.20
11,8,Sin Prodder,Shadows over Innistrad,0.95,$1.00
1,1,Sindbad,Fourth Edition,0.19,$0.18
9,8,Singe,Planeshift,0.17,$0.14
4,4,Sinister Strength,Planeshift,0.18,$0.17
3,3,Sinkhole,Eternal Masters,11.29,$13.61
3,3,Sinkhole,Unlimited Edition,21.09,$24.05
37,8,Sire of Insanity,Dragon's Maze,0.28,$0.28
36,8,Sire of Stagnation,Battle for Zendikar,1.06,$1.16
3,3,Siren's Call,Unlimited Edition,0.34,$0.47
6,6,Siren's Call,Revised Edition,0.19,$0.17
5,5,Sisay's Ingenuity,Planeshift,0.17,$0.14
2,2,Sisay's Ring,Visions,0.19,$0.17
1,1,Sisters of the Flame,The Dark,0.22,$0.21
4,4,Sivvi's Ruse,Nemesis,0.23,$0.22
3,3,Sivvi's Valor,Nemesis,0.32,$0.32
3,3,Sizzle,Mercadian Masques,0.18,$0.16
8,8,Skaab Ruinator,Innistrad,1.3,$1.34
66,8,Skarrg Goliath,Gatecrash,0.26,$0.26
1,1,Skeleton Ship,Ice Age,0.66,$0.64
3,3,Skinshifter,Magic 2012,0.56,$0.53
18,8,Skirsdag High Priest,Innistrad,0.43,$0.50
2,2,"Skithiryx, the Blight Dragon",Scars of Mirrodin,11.57,$11.34
3,3,Skittering Skirge,Urza's Saga,0.17,$0.15
3,3,Skittish Kavu,Invasion,0.21,$0.18
1,1,Skizzik,Invasion,0.74,$0.83
4,4,Skulking Fugitive,Mercadian Masques,0.16,$0.14
4,4,Skull of Orm,The Dark,0.48,$0.48
1,1,Skull of Ramos,Mercadian Masques,0.7,$0.64
3,3,Skullcrack,Gatecrash,1.03,$1.01
3,3,Sky Weaver,Invasion,0.2,$0.18
15,8,Skybind,Journey into Nyx,0.26,$0.25
25,8,Skylasher,Dragon's Maze,0.39,$0.47
1,1,Skyshaper,Exodus,0.21,$0.19
1,1,Skyship Weatherlight,Planeshift,0.96,$0.95
1,1,Skyshroud Archer,Stronghold,0.17,$0.15
2,2,Skyshroud Behemoth,Nemesis,0.32,$0.31
3,3,Skyshroud Blessing,Planeshift,0.2,$0.18
9,8,Skyshroud Claim,Nemesis,1.85,$1.90
1,1,Skyshroud Condor,Tempest,0.2,$0.21
6,6,Skyshroud Cutter,Nemesis,0.17,$0.14
1,1,Skyshroud Elite,Exodus,0.32,$0.36
2,2,Skyshroud Falcon,Stronghold,0.17,$0.15
1,1,Skyshroud Forest,Tempest,0.78,$0.74
2,2,Skyshroud Poacher,Nemesis,2.38,$2.41
4,4,Skyshroud Ridgeback,Nemesis,0.17,$0.14
4,4,Skyshroud Sentinel,Nemesis,0.16,$0.14
1,1,Skyshroud Troopers,Stronghold,0.17,$0.15
9,8,Slag Fiend,New Phyrexia,0.28,$0.27
13,8,Slagstorm,Mirrodin Besieged,0.39,$0.40
1,1,Slaughter,Exodus,0.24,$0.24
34,8,Slaughter Games,Return to Ravnica,0.62,$0.64
1,1,Slaughter Pact,Future Sight,9.41,$9.55
1,1,Slay,Planeshift,0.19,$0.17
15,8,Slayer's Plate,Shadows over Innistrad,0.26,$0.27
23,8,Slayers' Stronghold,Avacyn Restored,0.48,$0.50
1,1,Sleeper Agent,Urza's Saga,0.4,$0.39
4,4,Sleeper's Guile,Urza's Legacy,0.18,$0.15
1,1,Sleeper's Robe,Invasion,0.27,$0.26
5,5,Sleeping Potion,Planeshift,0.17,$0.14
8,8,Slimy Kavu,Invasion,0.17,$0.14
8,8,Slingshot Goblin,Planeshift,0.17,$0.14
2,2,Slinking Serpent,Invasion,0.2,$0.18
1,1,Slippery Karst,Urza's Saga,0.19,$0.17
4,4,Sliver Hive,Magic 2015 Core Set,4.82,$5.01
1,1,Sliver Hivelord,Magic 2015 Core Set,9.72,$9.44
1,1,Slow Motion,Urza's Legacy,0.18,$0.16
1,1,Sluggishness,Urza's Legacy,0.17,$0.15
13,8,Slumbering Dragon,Magic 2013,1.98,$2.00
4,4,Smash,Apocalypse,0.17,$0.15
1,1,Smite,Stronghold,0.17,$0.14
28,8,Smoldering Marsh,Battle for Zendikar,2.85,$3.12
67,8,Smothering Abomination,Battle for Zendikar,0.35,$0.39
3,3,Snag,Prophecy,0.21,$0.20
1,1,Snake Pit,Mercadian Masques,0.25,$0.24
1,1,Snap,Urza's Legacy,2.49,$2.46
4,4,Sneak Attack,Eternal Masters,24.6,$25.61
11,8,Sneaky Homunculus,Nemesis,0.17,$0.14
4,4,Snorting Gahr,Mercadian Masques,0.17,$0.14
1,1,Snow Devil,Ice Age,0.17,$0.14
1,1,Snow Fortress,Ice Age,0.34,$0.30
1,1,Snow Hound,Ice Age,0.2,$0.19
1,1,Snowfall,Ice Age,0.17,$0.14
4,4,Snuff Out,Mercadian Masques,0.29,$0.28
1,1,Sol Ring,Revised Edition,4.13,$4.08
3,3,Sol Ring,Revised Edition,4.13,$4.08
1,1,Soldevi Excavations,Alliances,7.47,$2.43
1,1,Soldevi Simulacrum,Ice Age,0.19,$0.17
31,8,Soldier of the Pantheon,Theros,0.42,$0.39
1,1,Solemn Simulacrum,Magic 2012,3.99,$4.07
4,4,Solfatara,Visions,0.17,$0.15
1,1,Soltari Priest,Tempest,0.38,$0.60
2,2,Soltari Visionary,Exodus,0.2,$0.21
30,8,Somberwald Sage,Avacyn Restored,1.41,$1.45
1,1,Song of Blood,Visions,0.17,$0.15
3,3,Sonic Burst,Exodus,0.17,$0.15
4,4,Soothing Balm,Mercadian Masques,0.17,$0.15
2,2,Soothsaying,Mercadian Masques,1.61,$1.60
1,1,Sorceress Queen,Revised Edition,0.52,$0.48
1,1,Sorin's Vengeance,Magic 2012,1.18,$1.20
4,4,"Sorin, Grim Nemesis",Shadows over Innistrad,8.74,$9.51
1,1,"Sorin, Lord of Innistrad",Dark Ascension,6.57,$6.85
14,8,"Sorin, Solemn Visitor",Khans of Tarkir,4.76,$5.26
5,5,Sorrow's Path,The Dark,0.79,$0.80
2,2,Soul Barrier,Ice Age,0.23,$0.21
1,1,Soul Burn,Ice Age,0.17,$0.14
5,5,Soul Burn,Invasion,0.18,$0.16
3,3,Soul Channeling,Mercadian Masques,0.17,$0.14
8,8,Soul Charmer,Prophecy,0.16,$0.14
10,8,Soul Conduit,New Phyrexia,0.3,$0.31
9,8,Soul Exchange,Fallen Empires,0.31,$0.27
4,4,Soul Kiss,Ice Age,0.14,$0.12
5,5,Soul Link,Apocalypse,0.2,$0.21
1,1,Soul Net,Unlimited Edition,0.36,$0.53
1,1,Soul Net,Revised Edition,0.18,$0.16
5,5,Soul of Innistrad,Magic 2015 Core Set,1.09,$1.14
4,4,Soul of New Phyrexia,Magic 2015 Core Set,2.56,$2.60
6,6,Soul of Ravnica,Magic 2015 Core Set,0.61,$0.64
9,8,Soul of Shandalar,Magic 2015 Core Set,0.73,$0.75
27,8,Soul of the Harvest,Avacyn Restored,0.49,$0.49
7,7,Soul of Theros,Magic 2015 Core Set,0.98,$0.99
10,8,Soul of Zendikar,Magic 2015 Core Set,0.66,$0.64
59,8,Soul Ransom,Gatecrash,0.32,$0.30
3,3,Soul Strings,Prophecy,0.17,$0.14
14,8,Soul Swallower,Shadows over Innistrad,0.28,$0.29
3,3,Soul Warden,Exodus,0.94,$0.90
37,8,Soulblade Djinn,Magic Origins,0.32,$0.27
22,8,Soulfire Grand Master,Fate Reforged,2.96,$3.69
36,8,Soulflayer,Fate Reforged,0.3,$0.31
2,2,Soulshriek,Mirage,0.15,$0.13
48,8,Spark Trooper,Gatecrash,0.32,$0.33
1,1,Sparring Golem,Invasion,0.2,$0.18
1,1,Spatial Binding,Mirage,0.18,$0.17
5,5,Spawn of Thraxes,Journey into Nyx,0.28,$0.26
5,5,Spawning Pool,Urza's Legacy,0.25,$0.25
56,8,Spear of Heliod,Theros,0.64,$0.65
4,4,Specter's Wail,Mercadian Masques,0.16,$0.14
1,1,Spectra Ward,Magic 2015 Core Set,0.65,$0.64
1,1,Spectral Bears,Homelands,0.21,$0.21
1,1,Spectral Shield,Ice Age,0.2,$0.19
1,1,Spell Blast,Unlimited Edition,0.22,$0.27
7,7,Spell Blast,Revised Edition,0.16,$0.15
2,2,Spellskite,Modern Masters 2015 Edition,27.65,$27.41
26,8,Spelltwine,Magic 2013,0.28,$0.28
48,8,Sphinx of the Chimes,Return to Ravnica,0.26,$0.25
14,8,Sphinx of the Final Word,Oath of the Gatewatch,1.18,$1.61
10,8,Sphinx of Uthuun,Magic 2012,0.27,$0.28
29,8,Sphinx of Uthuun,Magic 2013,0.37,$0.34
3,3,Sphinx's Revelation,Return to Ravnica,6.16,$6.18
2,2,Spider Climb,Visions,0.17,$0.15
3,3,Spidersilk Armor,Mercadian Masques,0.9,$0.87
1,1,Spike Breeder,Stronghold,0.33,$0.32
1,1,Spike Cannibal,Exodus,0.24,$0.23
2,2,Spike Colony,Stronghold,0.16,$0.14
2,2,Spike Drone,Tempest,0.16,$0.14
1,1,Spike Rogue,Exodus,0.21,$0.20
1,1,Spike Weaver,Exodus,4.64,$4.86
2,2,Spike Worker,Stronghold,0.17,$0.15
9,8,Spikeshot Elder,Scars of Mirrodin,0.4,$0.36
3,3,Spiketail Hatchling,Prophecy,0.18,$0.16
1,1,Spindrift Drake,Stronghold,0.17,$0.14
8,8,Spine of Ish Sah,Mirrodin Besieged,0.38,$0.36
1,1,Spined Fluke,Urza's Saga,0.22,$0.21
1,1,Spined Sliver,Stronghold,0.27,$0.26
2,2,Spined Wurm,Stronghold,0.17,$0.15
10,8,Spineless Thug,Nemesis,0.16,$0.14
2,2,Spire Owl,Urza's Saga,0.18,$0.15
38,8,Spirit Away,Avacyn Restored,0.34,$0.29
3,3,Spirit Bonds,Magic 2015 Core Set,0.39,$0.37
1,1,Spirit en-Kor,Stronghold,0.17,$0.14
1,1,Spirit Link,Fourth Edition,0.24,$0.30
1,1,Spirit of Resistance,Invasion,0.7,$0.66
2,2,Spirit of the Labyrinth,Born of the Gods,0.87,$0.88
2,2,Spirit Shackle,Legends,0.19,$0.19
2,2,Spirit Shield,Fallen Empires,0.37,$0.31
1,1,Spirit Weaver,Invasion,0.2,$0.18
1,1,Spiritual Asylum,Nemesis,0.47,$0.46
4,4,Spite // Malice,Invasion,0,$0.20
4,4,Spiteful Bully,Nemesis,0.17,$0.14
2,2,Spitting Slug,The Dark,0.2,$0.18
3,3,Spitting Spider,Prophecy,0.21,$0.20
27,8,Splinterfright,Innistrad,0.38,$0.37
6,6,Spore Cloud,Fallen Empires,0.18,$0.18
6,6,Spore Cloud,Fallen Empires,0.18,$0.16
7,7,Spore Cloud,Fallen Empires,0.18,$0.18
6,6,Spore Flower,Fallen Empires,0.35,$0.34
6,6,Spore Frog,Prophecy,0.53,$0.53
3,3,Spur Grappler,Prophecy,0.16,$0.14
4,4,Squall,Mercadian Masques,0.17,$0.14
1,1,Squallmonger,Mercadian Masques,0.2,$0.18
1,1,Squandered Resources,Visions,6.4,$6.25
4,4,Squee's Embrace,Apocalypse,0.18,$0.18
7,7,Squee's Revenge,Apocalypse,0.24,$0.23
4,4,Squire,The Dark,0.16,$0.14
9,8,Staff of Nin,Magic 2013,0.98,$1.00
1,1,Staff of Zegon,Antiquities,0.18,$0.19
1,1,Staff of Zegon,Antiquities,0.18,$0.19
13,8,Stain the Mind,Magic 2015 Core Set,0.33,$0.31
1,1,Stalking Stones,Tempest,0.23,$0.22
1,1,Stalking Tiger,Mirage,0.16,$0.14
1,1,Stamina,Mercadian Masques,0.2,$0.18
3,3,Stampede Driver,Nemesis,0.2,$0.21
2,2,Stampeding Wildebeests,Visions,0.21,$0.20
3,3,Stand // Deliver,Invasion,0,$0.21
4,4,Standard Bearer,Apocalypse,0.28,$0.27
4,4,Standing Stones,The Dark,0.21,$0.22
2,2,Standing Troops,Exodus,0.17,$0.15
1,1,Star Compass,Planeshift,0.32,$0.30
19,8,Starfield of Nyx,Magic Origins,2.38,$2.51
1,1,Startled Awake,Shadows over Innistrad,2.65,$2.93
1,1,Stasis,Revised Edition,1.53,$1.54
1,1,Stasis,Revised Edition,1.53,$1.54
1,1,Statecraft,Mercadian Masques,3.99,$1.57
2,2,Steadfast Guard,Mercadian Masques,0.17,$0.15
1,1,Steal Artifact,Unlimited Edition,0.63,$0.72
3,3,Steal Artifact,Revised Edition,0.19,$0.17
5,5,Steal Strength,Prophecy,0.17,$0.14
65,8,Steam Augury,Theros,0.26,$0.23
6,6,Steel Hellkite,Scars of Mirrodin,0.95,$1.01
7,7,Steel Leaf Paladin,Planeshift,0.16,$0.14
1,1,Steel Overseer,Duel Decks: Elspeth vs. Tezzeret,13.99,$14.68
38,8,Stensia Bloodhall,Innistrad,0.28,$0.26
4,4,Stinging Barrier,Mercadian Masques,0.17,$0.14
42,8,Stolen Goods,Avacyn Restored,0.3,$0.27
24,8,Stolen Identity,Gatecrash,0.44,$0.42
1,1,Stone Calendar,The Dark,2.4,$2.34
2,2,Stone Calendar,The Dark,2.4,$2.34
1,1,Stone Giant,Revised Edition,0.18,$0.16
24,8,Stone Haven Outfitter,Oath of the Gatewatch,0.45,$0.45
9,8,Stone Kavu,Planeshift,0.17,$0.14
3,3,Stone Rain,Revised Edition,0.17,$0.15
6,6,Stone Rain,Revised Edition,0.17,$0.15
1,1,Stone Rain,Fourth Edition,0.18,$0.17
1,1,Stone Rain,Ice Age,0.16,$0.15
1,1,Stone Rain,Mirage,0.19,$0.17
1,1,Stone Rain,Tempest,0.17,$0.18
4,4,Stone Rain,Mercadian Masques,0.17,$0.18
36,8,Stoneforge Masterwork,Oath of the Gatewatch,0.87,$0.94
1,1,Stoneforge Mystic,Worldwake,18.06,$20.32
3,3,Stoneforge Mystic,Worldwake,18.06,$20.32
20,8,Stony Silence,Innistrad,10.04,$10.60
1,1,Storm Front,Tempest,0.19,$0.17
1,1,Storm Seeker,Legends,1.51,$1.77
1,1,Storm World,Legends,24.1,$23.30
1,1,Storm World,Legends,24.1,$23.30
24,8,Stormbreath Dragon,Theros,2.23,$2.41
5,5,Stormscape Apprentice,Invasion,0.18,$0.16
6,6,Stormscape Battlemage,Planeshift,0.22,$0.22
8,8,Stormscape Familiar,Planeshift,0.18,$0.17
22,8,Stormtide Leviathan,Magic 2013,0.32,$0.38
9,8,Stormtide Leviathan,Magic 2015 Core Set,0.32,$0.30
5,5,Stormwatch Eagle,Prophecy,0.17,$0.14
2,2,Story Circle,Mercadian Masques,0.68,$0.72
3,3,Strafe,Planeshift,0.2,$0.18
7,7,Strata Scythe,Scars of Mirrodin,0.29,$0.31
2,2,Stratadon,Planeshift,0.2,$0.21
18,8,Stratus Dancer,Dragons of Tarkir,0.99,$1.09
11,8,Stream of Life,Revised Edition,0.16,$0.14
1,1,Stream of Life,Fourth Edition,0.14,$0.16
5,5,Strength of Night,Apocalypse,0.16,$0.14
4,4,Strength of Unity,Invasion,0.17,$0.15
17,8,Strionic Resonator,Magic 2014 Core Set,2.54,$2.58
2,2,Strip Mine,Antiquities,0,$8.25
1,1,Strip Mine,Antiquities,0,$14.24
3,3,Striped Bears,Weatherlight,0.17,$0.16
3,3,Stroke of Genius,Urza's Saga,2.55,$2.45
1,1,Stroke of Genius,Urza's Saga,2.55,$2.45
27,8,Stromkirk Noble,Innistrad,0.83,$0.82
2,2,Strongarm Thug,Mercadian Masques,0.21,$0.21
2,2,Stronghold Biologist,Nemesis,0.2,$0.21
4,4,Stronghold Discipline,Nemesis,0.17,$0.14
1,1,Stronghold Gambit,Nemesis,0.9,$1.13
4,4,Stronghold Machinist,Nemesis,0.2,$0.21
4,4,Stronghold Zeppelin,Nemesis,0.2,$0.21
4,4,Stuffy Doll,Magic 2013,2.29,$2.21
4,4,Stun,Invasion,0.17,$0.15
1,1,Stupor,Mirage,0.31,$0.28
44,8,Sturmgeist,Innistrad,0.35,$0.30
1,1,Subdue,Legends,0.19,$0.19
3,3,Submerge,Nemesis,1.66,$2.07
1,1,Subterranean Hangar,Mercadian Masques,0.29,$0.27
1,1,Subversion,Urza's Legacy,0.81,$0.84
21,8,Sudden Disappearance,Dark Ascension,0.33,$0.28
5,5,Sulfur Falls,Innistrad,8.92,$9.60
8,8,Sulfur Vent,Invasion,0.19,$0.17
50,8,Sultai Ascendancy,Khans of Tarkir,0.32,$0.28
1,1,Summer Bloom,Visions,2.15,$2.06
1,1,Summer Bloom,Classic Sixth Edition,1.99,$2.48
3,3,Summoner's Pact,Modern Masters,11.19,$11.27
2,2,Summoner's Pact,Future Sight,11.77,$11.97
1,1,Sun Titan,Magic 2012,2.4,$2.64
3,3,Sunblast Angel,Scars of Mirrodin,0.73,$0.73
25,8,Sunbringer's Touch,Dragons of Tarkir,0.36,$0.34
1,1,Sundial of the Infinite,Magic 2012,0.57,$0.55
1,1,Sunglasses of Urza,Revised Edition,0.32,$0.30
5,5,Sunken City,The Dark,0.17,$0.15
1,1,Sunken City,Fourth Edition,0.14,$0.15
32,8,Sunken Hollow,Battle for Zendikar,2.49,$2.75
1,1,Sunken Hope,Planeshift,0.33,$0.31
2,2,Sunken Ruins,Shadowmoor,16.26,$17.24
1,1,Sunpetal Grove,Magic 2013,2.35,$2.32
4,4,Sunscape Apprentice,Invasion,0.17,$0.15
2,2,Sunscape Battlemage,Planeshift,0.23,$0.22
6,6,Sunscape Familiar,Planeshift,0.23,$0.21
1,1,Sunscape Master,Invasion,0.37,$0.34
25,8,Sunscorch Regent,Dragons of Tarkir,0.69,$0.68
34,8,Supplant Form,Fate Reforged,0.33,$0.29
7,7,Suppress,Apocalypse,0.19,$0.17
27,8,Supreme Verdict,Return to Ravnica,5.99,$6.04
1,1,Suq'Ata Assassin,Visions,0.33,$0.30
1,1,Suq'Ata Lancer,Visions,0.16,$0.15
1,1,Surgical Extraction,New Phyrexia,6.7,$6.70
3,3,Surprise Deployment,Planeshift,0.2,$0.17
33,8,Surrak Dragonclaw,Khans of Tarkir,0.91,$0.93
29,8,"Surrak, the Hunt Caller",Dragons of Tarkir,0.51,$0.58
1,1,Sustainer of the Realm,Urza's Legacy,0.21,$0.21
1,1,Sustenance,Mercadian Masques,0.2,$0.18
8,8,Sutured Ghoul,Magic 2012,0.3,$0.29
5,5,Svyelunite Priest,Fallen Empires,0.19,$0.17
7,7,Svyelunite Temple,Fallen Empires,0.24,$0.24
1,1,Swamp,Unhinged,0,$9.52
1,1,Swamp Mosquito,Alliances,0,$0.17
1,1,Swamp Mosquito,Alliances,0,$0.18
88,8,Swan Song,Theros,1.15,$1.19
2,2,Swat,Urza's Legacy,0.17,$0.15
2,2,Sway of Illusion,Invasion,0.22,$0.21
2,2,Sword Dancer,Prophecy,0.21,$0.20
14,8,Sword of the Animist,Magic Origins,2.08,$2.30
2,2,Sword of the Meek,Future Sight,10.67,$11.74
3,3,Sword of the Meek,Future Sight,10.67,$11.74
1,1,Swords to Plowshares,Revised Edition,2.52,$2.75
1,1,Swords to Plowshares,Ice Age,2.69,$2.73
1,1,Sylvan Advocate,Oath of the Gatewatch,5.62,$6.01
5,5,Sylvan Advocate,Oath of the Gatewatch,5.62,$6.01
10,8,Sylvan Caryatid,Theros,2.12,$2.24
3,3,Sylvan Library,Eternal Masters,18.06,$19.20
2,2,Sylvan Library,Fifth Edition,20.67,$21.28
7,7,Sylvan Messenger,Apocalypse,0.55,$0.65
25,8,Sylvan Primordial,Gatecrash,0.47,$0.50
2,2,Symbiosis,Urza's Saga,0.17,$0.15
1,1,Syphon Sliver,Magic 2014 Core Set,2.21,$2.35
4,4,Syphon Soul,Legends,0.19,$0.19
1,1,Syphon Soul,Classic Sixth Edition,0.19,$0.19
1,1,Tablet of Epityr,Antiquities,0.18,$0.19
4,4,Tahngarth's Glare,Apocalypse,0.15,$0.14
2,2,"Tahngarth, Talruum Hero",Planeshift,0.73,$0.73
3,3,Taiga,Revised Edition,87.43,$83.34
1,1,Taiga,Revised Edition,87.43,$83.34
15,8,Tainted Remedy,Magic Origins,0.59,$0.90
4,4,Tainted Well,Invasion,0.17,$0.14
17,8,"Tajic, Blade of the Legion",Dragon's Maze,0.73,$0.75
29,8,Talent of the Telepath,Magic Origins,0.48,$0.58
4,4,"Talrand, Sky Summoner",Magic 2013,1.13,$1.27
3,3,Talruum Champion,Visions,0.17,$0.15
1,1,Talruum Minotaur,Classic Sixth Edition,0.14,$0.14
1,1,Talruum Piper,Visions,0.2,$0.17
9,8,Tamiyo's Journal,Shadows over Innistrad,0.59,$0.61
1,1,"Tamiyo, the Moon Sage",Avacyn Restored,19.58,$20.05
1,1,"Tamiyo, the Moon Sage",Avacyn Restored,19.58,$20.05
2,2,"Tamiyo, the Moon Sage",Avacyn Restored,19.58,$20.05
2,2,Tangle,Invasion,2.07,$2.10
2,2,Tangle Kelp,The Dark,0.2,$0.20
1,1,Tangle Kelp,The Dark,0.2,$0.20
2,2,Tangle Wire,Nemesis,4.24,$4.32
1,1,Tarmogoyf,Modern Masters,274.94,$139.48
2,2,Tarmogoyf,Modern Masters 2015 Edition,134.97,$134.92
1,1,Tarmogoyf,Future Sight,164.15,$168.93
2,2,Tarpan,Ice Age,0.17,$0.14
41,8,"Tasigur, the Golden Fang",Fate Reforged,2.76,$2.85
2,2,Task Force,Mercadian Masques,0.19,$0.17
1,1,Task Mage Assembly,Prophecy,0.33,$0.31
1,1,Tawnos's Weaponry,Antiquities,0.34,$0.38
1,1,Tectonic Break,Mercadian Masques,0.45,$0.45
1,1,Tectonic Instability,Invasion,0.34,$0.31
1,1,Teferi's Care,Invasion,0.21,$0.18
2,2,Teferi's Curse,Mirage,0.17,$0.14
2,2,Teferi's Drake,Mirage,0.16,$0.14
2,2,Teferi's Isle,Mirage,0.89,$0.92
3,3,Teferi's Puzzle Box,Visions,2.78,$2.81
1,1,Teferi's Response,Invasion,0.9,$0.90
1,1,"Teferi, Mage of Zhalfir",Time Spiral,13.75,$13.60
1,1,Teleport,Chronicles,0.3,$0.26
9,8,Tempered Steel,Scars of Mirrodin,1.38,$1.50
1,1,Tempest Drake,Visions,0.2,$0.17
28,8,Temple of Abandon,Theros,0.73,$0.77
21,8,Temple of Deceit,Theros,1.79,$1.73
16,8,Temple of Enlightenment,Born of the Gods,2.29,$2.34
9,8,Temple of Epiphany,Journey into Nyx,2.91,$3.13
20,8,Temple of Malady,Journey into Nyx,2.05,$2.16
8,8,Temple of Malice,Born of the Gods,1.67,$1.68
26,8,Temple of Mystery,Theros,1.02,$1.05
4,4,Temple of Plenty,Born of the Gods,1.78,$1.84
33,8,Temple of Silence,Theros,1.46,$1.50
23,8,Temple of Triumph,Theros,0.89,$0.92
1,1,Temporal Distortion,Invasion,0.35,$0.34
4,4,Temporal Spring,Apocalypse,0.16,$0.14
23,8,Temporal Trespass,Fate Reforged,1.42,$1.49
64,8,Temur Ascendancy,Khans of Tarkir,0.29,$0.28
29,8,Temur War Shaman,Fate Reforged,0.32,$0.28
1,1,Tendo Ice Bridge,Betrayers of Kamigawa,12.29,$13.21
2,2,Teremko Griffin,Mirage,0.17,$0.15
3,3,Terminal Moraine,Planeshift,0.2,$0.20
6,6,Terminate,Planeshift,2.72,$2.62
14,8,Terminus,Avacyn Restored,3.17,$3.30
5,5,Terra Stomper,Magic 2015 Core Set,0.6,$0.55
8,8,Terra Stomper,Magic Origins,0,$0.72
10,8,Terrain Generator,Nemesis,2.04,$2.14
1,1,Territorial Dispute,Mercadian Masques,0.32,$0.29
3,3,Terror,Revised Edition,0.17,$0.15
1,1,Terror,Fourth Edition,0.14,$0.15
1,1,Terror,Classic Sixth Edition,0.14,$0.19
1,1,Tetravus,Antiquities,20.5,$25.25
41,8,"Teysa, Envoy of Ghosts",Dragon's Maze,0.34,$0.35
1,1,"Tezzeret, Agent of Bolas",Mirrodin Besieged,24.36,$26.34
1,1,"Tezzeret, Agent of Bolas",Mirrodin Besieged,24.36,$26.34
1,1,Thalakos Scout,Exodus,0.17,$0.15
9,8,Thalia's Lieutenant,Shadows over Innistrad,3.5,$3.64
7,7,"Thalia, Guardian of Thraben",Dark Ascension,8.97,$9.18
6,6,Thallid,Fallen Empires,0,$0.19
6,6,Thallid,Fallen Empires,0,$0.19
7,7,Thallid,Fallen Empires,0,$0.15
5,5,Thallid,Fallen Empires,0,$0.19
10,8,Thallid Devourer,Fallen Empires,0.27,$0.25
8,8,"Thassa, God of the Sea",Theros,5.84,$5.89
4,4,The Chain Veil,Magic 2015 Core Set,1.8,$1.81
2,2,The Fallen,The Dark,0.23,$0.23
1,1,The Fallen,The Dark,0.23,$0.23
21,8,The Gitrog Monster,Shadows over Innistrad,3.27,$3.94
15,8,The Great Aurora,Magic Origins,1.72,$1.82
2,2,The Rack,Revised Edition,2.18,$2.19
1,1,The Tabernacle at Pendrell Vale,Legends,1300,"$1,429.34"
3,3,Theft of Dreams,Exodus,0.17,$0.15
8,8,Thelon's Chant,Fallen Empires,0.19,$0.17
3,3,Thelon's Curse,Fallen Empires,0.35,$0.30
8,8,Thelonite Druid,Fallen Empires,0.21,$0.18
1,1,Thelonite Monk,Fallen Empires,0.37,$0.32
4,4,Thermal Glider,Mercadian Masques,0.16,$0.14
6,6,Thespian's Stage,Gatecrash,2.7,$2.94
1,1,Thicket Basilisk,Unlimited Edition,0.44,$0.58
5,5,Thicket Basilisk,Revised Edition,0.19,$0.17
6,6,Thing in the Ice,Shadows over Innistrad,4.46,$5.02
1,1,Thirst,Mirage,0.16,$0.14
15,8,Thopter Assembly,Mirrodin Besieged,0.51,$0.52
26,8,Thopter Spy Network,Magic Origins,0.66,$0.85
2,2,Thorn of Amethyst,Lorwyn,16.56,$16.63
6,6,Thorn Thallid,Fallen Empires,0.18,$0.17
7,7,Thorn Thallid,Fallen Empires,0.18,$0.18
9,8,Thorn Thallid,Fallen Empires,0.18,$0.18
6,6,Thorn Thallid,Fallen Empires,0.18,$0.18
3,3,Thorncaster Sliver,Magic 2014 Core Set,0.71,$0.73
3,3,Thornscape Apprentice,Invasion,0.17,$0.15
2,2,Thornscape Battlemage,Planeshift,0.2,$0.18
8,8,Thornscape Familiar,Planeshift,0.17,$0.15
1,1,Thornscape Master,Invasion,0.32,$0.32
1,1,Thornwind Faeries,Urza's Legacy,0.18,$0.19
12,8,Thought-Knot Seer,Oath of the Gatewatch,6.5,$6.84
1,1,Thoughtlace,Revised Edition,0.29,$0.27
4,4,Thoughtseize,Theros,14.2,$15.12
39,8,Thousand Winds,Khans of Tarkir,0.32,$0.28
1,1,Thraben Doomsayer,Dark Ascension,0.97,$0.98
1,1,Thran Quarry,Urza's Saga,2.23,$2.22
1,1,Thran Turbine,Urza's Saga,0.31,$0.31
1,1,Thran War Machine,Urza's Legacy,0.2,$0.18
3,3,Threads of Disloyalty,Betrayers of Kamigawa,9.7,$10.55
