Count,Tradelist Count,Name,Edition,My Price,Price
25,8,Eldrazi Mimic,Oath of the Gatewatch,0.87,$1.14
35,8,Eldrazi Obligator,Oath of the Gatewatch,0.51,$0.54
2,2,Electric Eel,The Dark,0.21,$0.18
1,1,Elemental Augury,Ice Age,0.37,$0.33
1,1,"Elesh Norn, Grand Cenobite",Modern Masters 2015 Edition,17.73,$18.26
2,2,"Elesh Norn, Grand Cenobite",New Phyrexia,18.11,$17.69
3,3,Elfhame Palace,Invasion,0.25,$0.25
1,1,Elfhame Sanctuary,Invasion,0.31,$0.32
19,8,Elite Arcanist,Magic 2014 Core Set,0.41,$0.42
34,8,Elite Inquisitor,Innistrad,0.4,$0.39
1,1,Elite Javelineer,Tempest,0.17,$0.14
3,3,Elspeth Tirel,Scars of Mirrodin,10.31,$10.62
2,2,"Elspeth, Knight-Errant",Modern Event Deck 2014,0,$12.71
1,1,"Elspeth, Knight-Errant",Shards of Alara,14.06,$14.63
12,8,Elusive Tormentor,Shadows over Innistrad,0.38,$0.35
4,4,Elven Fortress,Fallen Empires,0.17,$0.14
6,6,Elven Fortress,Fallen Empires,0.17,$0.17
8,8,Elven Fortress,Fallen Empires,0.17,$0.17
4,4,Elven Fortress,Fallen Empires,0.17,$0.17
4,4,Elven Lyre,Fallen Empires,0.37,$0.31
1,1,Elven Palisade,Exodus,0.19,$0.17
1,1,Elves of Deep Shadow,The Dark,1.2,$1.32
1,1,Elvish Archdruid,Magic 2012,2.34,$2.37
7,7,Elvish Archdruid,Magic 2013,2.39,$2.43
2,2,Elvish Berserker,Exodus,0.17,$0.15
1,1,Elvish Champion,Invasion,4.45,$4.41
4,4,Elvish Farmer,Fallen Empires,0.87,$0.90
2,2,Elvish Healer,Ice Age,0.16,$0.14
1,1,Elvish Herder,Urza's Saga,0.2,$0.20
4,4,Elvish Hunter,Fallen Empires,0.18,$0.18
4,4,Elvish Hunter,Fallen Empires,0.18,$0.15
6,6,Elvish Hunter,Fallen Empires,0.18,$0.18
1,1,Elvish Lyrist,Urza's Saga,0.17,$0.16
4,4,Elvish Scout,Fallen Empires,0.18,$0.18
6,6,Elvish Scout,Fallen Empires,0.18,$0.19
3,3,Elvish Scout,Fallen Empires,0.18,$0.18
1,1,Embargo,Mercadian Masques,0.38,$0.37
43,8,Ember Swallower,Theros,0.25,$0.23
34,8,Embermaw Hellion,Magic Origins,0.36,$0.34
7,7,Emblazoned Golem,Apocalypse,0.19,$0.17
1,1,Emerald Charm,Visions,0.19,$0.17
3,3,Emerald Dragonfly,Legends,0.18,$0.18
1,1,Emerald Dragonfly,Legends,0.18,$0.18
31,8,Emeria Shepherd,Battle for Zendikar,0.32,$0.31
45,8,Emmara Tandris,Dragon's Maze,0.42,$0.41
2,2,Empress Galina,Invasion,3.7,$3.66
27,8,Empty the Pits,Khans of Tarkir,0.72,$0.73
2,2,"Emrakul, the Aeons Torn",Modern Masters 2015 Edition,33.67,$34.68
72,8,End Hostilities,Khans of Tarkir,0.42,$0.42
1,1,Endangered Armodon,Stronghold,0.16,$0.14
32,8,Endbringer,Oath of the Gatewatch,0.48,$0.47
43,8,Endless One,Battle for Zendikar,0.95,$1.12
1,1,Endless Ranks of the Dead,Innistrad,4.87,$4.64
2,2,Endoskeleton,Urza's Saga,0.2,$0.18
2,2,Energy Flux,Revised Edition,0.23,$0.21
1,1,Energy Flux,Mercadian Masques,0.26,$0.24
2,2,Energy Tap,Legends,0.2,$0.21
6,6,Enervate,Ice Age,0.17,$0.14
2,2,Enfeeblement,Mirage,0.16,$0.14
2,2,Engineered Plague,Urza's Legacy,0.48,$0.46
10,8,Engulf the Shore,Shadows over Innistrad,1.24,$1.29
4,4,Enlightened Tutor,Mirage,11.99,$12.52
1,1,Enlightened Tutor,Classic Sixth Edition,12.84,$13.55
7,7,Enlistment Officer,Apocalypse,0.21,$0.20
1,1,Enslaved Horror,Mercadian Masques,0.2,$0.18
4,4,Ensnare,Nemesis,0.23,$0.22
1,1,Ensnaring Bridge,Stronghold,41.01,$42.80
2,2,Entangler,Prophecy,0.52,$0.52
26,8,Enter the Infinite,Gatecrash,1.35,$1.40
1,1,Entomb,Eternal Masters,15.31,$15.87
1,1,Entropic Specter,Exodus,0.34,$0.31
26,8,"Ephara, God of the Polis",Born of the Gods,1.75,$1.94
16,8,Epic Experiment,Return to Ravnica,0.8,$0.84
27,8,Epiphany at the Drownyard,Shadows over Innistrad,0.43,$0.48
1,1,Equinox,Legends,0.28,$0.31
1,1,Equipoise,Visions,0.61,$0.60
1,1,Erase,Urza's Legacy,0.18,$0.16
16,8,Erebos's Titan,Magic Origins,1.01,$1.19
20,8,"Erebos, God of the Dead",Theros,7.06,$7.37
4,4,Erg Raiders,Revised Edition,0.16,$0.14
5,5,Erosion,The Dark,0.15,$0.14
2,2,Errant Minion,Ice Age,0.17,$0.14
1,1,Errantry,Ice Age,0.16,$0.14
1,1,Erratic Portal,Exodus,1.46,$1.44
3,3,Ertai's Trickery,Planeshift,0.2,$0.18
6,6,Escape Routes,Planeshift,0.18,$0.15
1,1,Essence Filter,Ice Age,0.17,$0.14
1,1,Essence Flare,Ice Age,0.15,$0.13
1,1,Essence Leak,Invasion,0.2,$0.18
33,8,Essence of the Wild,Innistrad,0.74,$0.74
3,3,Etched Champion,Scars of Mirrodin,3.39,$3.35
1,1,Etched Monstrosity,New Phyrexia,0.74,$0.79
4,4,Eternal Flame,The Dark,0.43,$0.42
2,2,Eternal Warrior,Legends,0.35,$0.39
7,7,Evasive Action,Apocalypse,0.19,$0.18
12,8,Ever After,Shadows over Innistrad,0.63,$0.76
1,1,Everglades,Visions,0.28,$0.28
1,1,Evil Presence,Revised Edition,0.2,$0.19
1,1,Evil Presence,Revised Edition,0.2,$0.19
31,8,Evil Twin,Innistrad,0.58,$0.55
1,1,Evincar's Justice,Tempest,0.24,$0.22
46,8,Evolutionary Leap,Magic Origins,0.95,$1.09
1,1,Exalted Dragon,Exodus,0.35,$0.34
32,8,"Exava, Rakdos Blood Witch",Dragon's Maze,0.39,$0.39
1,1,Excavation,Prophecy,0.2,$0.20
4,4,Excise,Prophecy,0.17,$0.14
4,4,Exclude,Invasion,0.24,$0.24
51,8,Exert Influence,Battle for Zendikar,0.32,$0.28
2,2,Exhume,Urza's Saga,0.96,$1.02
1,1,Exorcist,The Dark,1.2,$1.24
4,4,Exotic Curse,Invasion,0.17,$0.14
1,1,Exotic Disease,Planeshift,0.2,$0.18
3,3,Expendable Troops,Urza's Legacy,0.17,$0.15
4,4,Explosive Growth,Invasion,0.17,$0.14
1,1,Expunge,Urza's Saga,0.16,$0.14
1,1,Exquisite Blood,Avacyn Restored,10.78,$11.12
20,8,Exquisite Firecraft,Magic Origins,2.18,$2.32
5,5,Extinguish All Hope,Journey into Nyx,0.25,$0.25
2,2,Extortion,Mercadian Masques,0.33,$0.30
4,4,Extraplanar Lens,Mirrodin,13.66,$13.67
1,1,Extraplanar Lens,Mirrodin,13.66,$13.67
6,6,Eye of Ugin,Modern Masters 2015 Edition,10.45,$10.66
2,2,Eye of Ugin,Worldwake,11.79,$12.31
5,5,Ezuri's Brigade,Scars of Mirrodin,0.28,$0.26
30,8,Fabled Hero,Theros,0.49,$0.48
1,1,Fact or Fiction,Invasion,1.02,$1.06
4,4,Fade Away,Exodus,0.22,$0.21
2,2,Faerie Conclave,Urza's Legacy,1.41,$1.39
4,4,Faerie Squadron,Invasion,0.17,$0.14
1,1,Faith Healer,Urza's Saga,0.42,$0.41
20,8,Faith's Reward,Magic 2013,0.98,$0.95
13,8,Falkenrath Aristocrat,Dark Ascension,2.98,$3.11
9,8,Falkenrath Gorger,Shadows over Innistrad,1.18,$1.25
42,8,Falkenrath Marauders,Innistrad,0.39,$0.34
18,8,Fall of the Titans,Oath of the Gatewatch,0.59,$0.66
1,1,Fallen Angel,Classic Sixth Edition,0.42,$0.44
3,3,Fallen Askari,Visions,0.17,$0.15
7,7,Falling Timber,Planeshift,0.17,$0.14
1,1,Fallow Earth,Mirage,0.2,$0.18
2,2,False Demise,Mercadian Masques,0.22,$0.22
1,1,False Orders,Unlimited Edition,0.3,$0.33
1,1,False Orders,Unlimited Edition,0.3,$0.33
3,3,False Orders,Unlimited Edition,0.3,$0.33
2,2,Falter,Urza's Saga,0.17,$0.15
4,4,Fanatical Devotion,Nemesis,0.17,$0.15
2,2,Farrel's Mantle,Fallen Empires,0.19,$0.18
5,5,Farrel's Zealot,Fallen Empires,0.17,$0.17
5,5,Farrel's Zealot,Fallen Empires,0.17,$0.14
5,5,Farrel's Zealot,Fallen Empires,0.17,$0.17
6,6,Farrelite Priest,Fallen Empires,0.2,$0.18
1,1,Fastbond,Unlimited Edition,21.65,$21.30
2,2,Fastbond,Revised Edition,4.2,$4.26
3,3,Fasting,The Dark,0.21,$0.21
1,1,Fatal Blow,Weatherlight,0.17,$0.14
1,1,Fatal Blow,Classic Sixth Edition,0.14,$0.16
18,8,Fate Unraveler,Born of the Gods,0.32,$0.30
15,8,Fated Conflagration,Born of the Gods,0.26,$0.23
17,8,Fated Infatuation,Born of the Gods,0.33,$0.33
22,8,Fated Intervention,Born of the Gods,0.27,$0.24
34,8,Fated Retribution,Born of the Gods,0.29,$0.26
17,8,Fated Return,Born of the Gods,0.3,$0.27
57,8,Fathom Feeder,Battle for Zendikar,0.44,$0.49
44,8,Fathom Mage,Gatecrash,0.42,$0.44
1,1,Fault Line,Urza's Saga,0.87,$0.85
3,3,Fault Riders,Prophecy,0.17,$0.14
6,6,Fauna Shaman,Magic 2011,11.23,$11.68
1,1,Favorable Destiny,Mirage,0.2,$0.21
5,5,Fear,Revised Edition,0.15,$0.13
1,1,Fear,Ice Age,0.16,$0.14
35,8,Feed the Pack,Dark Ascension,0.37,$0.35
2,2,Feedback,Unlimited Edition,0.36,$0.52
1,1,Feedback,Revised Edition,0.19,$0.18
1,1,Feldon's Cane,Antiquities,1.93,$2.53
15,8,Felhide Spiritbinder,Born of the Gods,0.28,$0.25
43,8,Felidar Sovereign,Battle for Zendikar,0.49,$0.56
3,3,Fellwar Stone,The Dark,4.83,$4.87
1,1,Femeref Healer,Mirage,0.16,$0.14
1,1,Femeref Knight,Mirage,0.16,$0.14
4,4,Fen Stalker,Prophecy,0.17,$0.14
1,1,Feral Instinct,Visions,0.17,$0.15
4,4,Feral Thallid,Fallen Empires,0.22,$0.21
4,4,Ferocity,Mercadian Masques,0.17,$0.14
2,2,Fertile Ground,Urza's Saga,0.18,$0.18
4,4,Fertile Ground,Invasion,0.18,$0.18
37,8,Fervor,Magic 2013,0.46,$0.47
1,1,Festering Evil,Weatherlight,0.21,$0.21
2,2,Festival,The Dark,0.17,$0.15
5,5,Festival,The Dark,0.17,$0.15
1,1,Fetid Horror,Mirage,0.16,$0.14
20,8,Fevered Visions,Shadows over Innistrad,0.81,$1.02
2,2,Fickle Efreet,Prophecy,0.33,$0.33
1,1,Field of Dreams,Legends,32.53,$34.09
34,8,Fiend of the Shadows,Dark Ascension,0.28,$0.27
5,5,Fiendslayer Paladin,Magic 2014 Core Set,2.17,$2.21
1,1,Fiery Justice,Ice Age,0.34,$0.32
1,1,Fiery Mantle,Urza's Saga,0.16,$0.14
1,1,Fight or Flight,Invasion,0.35,$0.32
1,1,Final Fortune,Mirage,1.04,$1.03
7,7,Fire // Ice,Apocalypse,0,$0.47
4,4,Fire and Brimstone,The Dark,0.21,$0.19
1,1,Fire Diamond,Classic Sixth Edition,0.28,$0.28
2,2,Fire Drake,The Dark,0.2,$0.20
3,3,Fire Elemental,Revised Edition,0.19,$0.18
4,4,Fire Whip,Weatherlight,0.17,$0.18
1,1,Fireball,Revised Edition,0.17,$0.15
8,8,Fireball,Revised Edition,0.17,$0.15
1,1,Fireblast,Visions,0.98,$0.97
1,1,Firebrand Ranger,Invasion,0.21,$0.18
10,8,Firebreathing,Revised Edition,0.15,$0.13
1,1,Firebreathing,Mirage,0.15,$0.14
1,1,Firebreathing,Classic Sixth Edition,0.14,$0.14
23,8,Firedrinker Satyr,Theros,0.39,$0.38
34,8,Firemane Avenger,Gatecrash,0.44,$0.44
72,8,Firemind's Foresight,Return to Ravnica,0.33,$0.28
5,5,Fires of Yavimaya,Invasion,0.3,$0.31
4,4,Firescreamer,Invasion,0.17,$0.14
1,1,Firestorm,Weatherlight,11.21,$11.58
20,8,Firewing Phoenix,Magic 2013,0.36,$0.31
8,8,Fissure,The Dark,0.17,$0.16
2,2,Fissure,The Dark,0.17,$0.16
2,2,Fit of Rage,Weatherlight,0.16,$0.14
1,1,Fit of Rage,Classic Sixth Edition,0.14,$0.14
52,8,Five-Alarm Fire,Gatecrash,0.26,$0.24
2,2,Flailing Manticore,Mercadian Masques,0.33,$0.30
2,2,Flailing Soldier,Mercadian Masques,0.16,$0.14
4,4,Flame Rift,Nemesis,0.5,$0.56
2,2,Flame Spirit,Ice Age,0.18,$0.17
1,1,Flame Spirit,Classic Sixth Edition,0.14,$0.14
7,7,Flame-Wreathed Phoenix,Born of the Gods,0.78,$0.77
11,8,Flameblade Angel,Shadows over Innistrad,0.32,$0.30
2,2,Flameblast Dragon,Magic 2012,0.59,$0.57
35,8,Flamerush Rider,Fate Reforged,0.35,$0.31
16,8,Flameshadow Conjuring,Magic Origins,0.32,$0.33
2,2,Flameshot,Prophecy,0.22,$0.21
3,3,Flametongue Kavu,Planeshift,0.44,$0.47
36,8,Flamewake Phoenix,Fate Reforged,0.43,$0.44
4,4,Flaming Sword,Mercadian Masques,0.17,$0.15
2,2,Flare,Ice Age,0.17,$0.14
1,1,Flare,Mirage,0.16,$0.14
3,3,Flash Counter,Legends,0.19,$0.20
4,4,Flash Counter,Legends,0.19,$0.20
4,4,Flash Flood,Legends,0.18,$0.19
2,2,Flashfires,Revised Edition,0.18,$0.16
4,4,Flay,Prophecy,0.17,$0.14
27,8,Flayer of the Hatebound,Dark Ascension,0.35,$0.35
26,8,Fleecemane Lion,Theros,0.92,$1.01
3,3,Fleetfoot Panther,Planeshift,0.23,$0.22
34,8,Flesh // Blood,Dragon's Maze,0,$0.29
4,4,Flight,Unlimited Edition,0.22,$0.26
1,1,Flight,Revised Edition,0.16,$0.15
1,1,Flight,Fourth Edition,0.14,$0.14
2,2,Fling,Stronghold,0.22,$0.22
6,6,Flint Golem,Nemesis,0.2,$0.21
3,3,Flood,The Dark,0.31,$0.31
2,2,Flood,The Dark,0.31,$0.31
1,1,Flooded Shoreline,Visions,0.4,$0.44
3,3,Flooded Strand,Khans of Tarkir,15.96,$17.07
2,2,Flowering Field,Prophecy,0.22,$0.22
2,2,Flowstone Armor,Nemesis,0.2,$0.21
7,7,Flowstone Charger,Apocalypse,0.19,$0.17
6,6,Flowstone Crusher,Nemesis,0.16,$0.14
1,1,Flowstone Flood,Exodus,0.2,$0.18
1,1,Flowstone Giant,Tempest,0.15,$0.13
1,1,Flowstone Hellion,Stronghold,0.2,$0.18
2,2,Flowstone Overseer,Nemesis,0.31,$0.31
1,1,Flowstone Shambler,Stronghold,0.17,$0.15
1,1,Flowstone Slide,Nemesis,0.31,$0.31
6,6,Flowstone Strike,Nemesis,0.16,$0.14
4,4,Flowstone Surge,Nemesis,0.2,$0.21
7,7,Flowstone Thopter,Nemesis,0.2,$0.21
11,8,Flowstone Wall,Nemesis,0.17,$0.14
1,1,Fluctuator,Urza's Saga,2.6,$2.57
2,2,Flying Carpet,Revised Edition,0.32,$0.30
39,8,Flying Crane Technique,Khans of Tarkir,0.32,$0.27
23,8,Foe-Razer Regent,Dragons of Tarkir,0.38,$0.34
5,5,Fog,Revised Edition,0.17,$0.15
1,1,Fog,Mirage,0.18,$0.15
1,1,Fog,Classic Sixth Edition,0.19,$0.18
2,2,Fog Elemental,Weatherlight,0.16,$0.15
1,1,Fog Elemental,Classic Sixth Edition,0.14,$0.16
1,1,Fog of Gnats,Urza's Legacy,0.18,$0.17
11,8,Fog Patch,Nemesis,0.17,$0.16
2,2,Foil,Prophecy,0.48,$0.54
1,1,Forbid,Exodus,2,$1.88
6,6,Forbidding Watchtower,Urza's Legacy,0.29,$0.27
1,1,Force Spike,Legends,0.64,$0.75
3,3,Force Spike,Legends,0.64,$0.75
28,8,Foreboding Ruins,Shadows over Innistrad,2.22,$2.66
2,2,Forest,Unhinged,0,$7.28
1,1,Forest,Invasion,0,$0.26
1,1,Forethought Amulet,Legends,2.28,$2.76
1,1,Forethought Amulet,Legends,2.28,$2.76
13,8,Forgestoker Dragon,Born of the Gods,0.27,$0.24
11,8,Forgotten Creation,Shadows over Innistrad,0.39,$0.38
2,2,Fork,Revised Edition,4.66,$4.58
5,5,Fork,Revised Edition,4.66,$4.58
2,2,Forsaken City,Planeshift,0.8,$0.85
2,2,Fortified Area,Fourth Edition,0.14,$0.15
14,8,Fortified Village,Shadows over Innistrad,2.06,$2.37
1,1,Fortitude,Urza's Saga,0.17,$0.15
2,2,Foster,Mercadian Masques,0.35,$0.32
7,7,Foul Presence,Apocalypse,0.2,$0.18
37,8,Foul Renewal,Dragons of Tarkir,0.37,$0.32
58,8,Foundry Champion,Gatecrash,0.26,$0.24
1,1,Fountain of Cho,Mercadian Masques,0.29,$0.25
2,2,Fountain of Youth,The Dark,0.28,$0.29
1,1,Fountain of Youth,The Dark,0.28,$0.29
1,1,Fountain Watch,Mercadian Masques,2.65,$2.65
1,1,Foxfire,Ice Age,0.16,$0.14
4,4,Frankenstein's Monster,The Dark,0.86,$0.89
1,1,Frantic Search,Urza's Legacy,0.51,$0.46
1,1,Freewind Falcon,Visions,0.17,$0.15
1,1,Frenetic Efreet,Mirage,0.36,$0.36
4,4,Frenzied Tilling,Invasion,0.17,$0.14
11,8,Fresh Meat,New Phyrexia,0.29,$0.28
4,4,Fresh Volunteers,Mercadian Masques,0.17,$0.14
23,8,From Beyond,Battle for Zendikar,0.76,$0.98
15,8,From Under the Floorboards,Shadows over Innistrad,0.43,$0.42
27,8,Frontier Siege,Fate Reforged,0.46,$0.44
17,8,Frontline Medic,Gatecrash,0.46,$0.45
1,1,Frost Giant,Legends,0.39,$0.43
5,5,Frost Titan,Magic 2012,0.94,$1.07
9,8,Frozen Shade,Revised Edition,0.15,$0.13
2,2,Fugue,Exodus,0.19,$0.17
1,1,Funeral Charm,Visions,0.95,$0.91
6,6,Fungal Bloom,Fallen Empires,0.8,$0.80
2,2,Fungusaur,Revised Edition,0.29,$0.27
4,4,Furious Assault,Mercadian Masques,0.17,$0.14
2,2,Furnace Brood,Exodus,0.16,$0.14
1,1,Furnace Spirit,Stronghold,0.17,$0.15
1,1,Furyborn Hellkite,Magic 2012,2.39,$2.44
1,1,Fylgja,Ice Age,0.16,$0.14
1,1,Fyndhorn Bow,Ice Age,0.19,$0.17
1,1,Fyndhorn Brownie,Ice Age,0.17,$0.14
2,2,Fyndhorn Elves,Ice Age,0.66,$0.63
2,2,Gaddock Teeg,Lorwyn,21.89,$25.87
7,7,Gaea's Balance,Apocalypse,0.19,$0.18
1,1,Gaea's Blessing,Weatherlight,0.73,$0.73
4,4,Gaea's Bounty,Urza's Saga,0.17,$0.15
2,2,Gaea's Cradle,Urza's Saga,269.96,$260.21
1,1,Gaea's Herald,Planeshift,0.7,$0.70
6,6,Gaea's Might,Planeshift,0.17,$0.15
22,8,Gaea's Revenge,Magic Origins,0.4,$0.54
4,4,Gaea's Skyfolk,Apocalypse,0.16,$0.14
1,1,Gaea's Touch,The Dark,0.5,$0.54
4,4,Galina's Knight,Invasion,0.17,$0.14
1,1,Gallowbraid,Weatherlight,0.33,$0.33
31,8,Gallows at Willow Hill,Avacyn Restored,0.36,$0.29
10,8,Galvanoth,Mirrodin Besieged,0.29,$0.28
1,1,Gamble,Eternal Masters,11.42,$12.47
2,2,Gamble,Urza's Saga,20.99,$22.53
4,4,Game Trail,Shadows over Innistrad,2,$2.45
1,1,Gang of Elk,Urza's Legacy,0.2,$0.18
1,1,Gangrenous Zombies,Ice Age,0.16,$0.14
9,8,Garruk's Horde,Magic 2012,0.29,$0.27
10,8,Garruk's Horde,Magic 2014 Core Set,0.39,$0.32
1,1,"Garruk, Primal Hunter",Magic 2013,6.58,$6.44
1,1,Gaseous Form,Legends,0.19,$0.19
1,1,Gaseous Form,Fourth Edition,0.14,$0.15
1,1,Gaseous Form,Classic Sixth Edition,0.14,$0.14
2,2,Gauntlet of Power,Time Spiral,15.24,$15.34
2,2,Gauntlets of Chaos,Legends,2.01,$2.37
1,1,Gavony Township,Innistrad,5.95,$5.86
30,8,Gaze of Granite,Dragon's Maze,0.36,$0.33
15,8,Geier Reach Bandit,Shadows over Innistrad,0.89,$0.90
8,8,Geist of Saint Traft,Innistrad,8.74,$8.83
37,8,Geist-Honored Monk,Innistrad,0.3,$0.27
1,1,Gemstone Mine,Weatherlight,7.63,$7.55
19,8,General Tazri,Oath of the Gatewatch,0.75,$0.77
9,8,Genesis Hydra,Magic 2015 Core Set,0.95,$0.96
1,1,Genesis Wave,Scars of Mirrodin,6.9,$7.17
8,8,Geothermal Crevice,Invasion,0.18,$0.17
7,7,Geralf's Masterpiece,Shadows over Innistrad,0.95,$0.96
7,7,Geralf's Messenger,Dark Ascension,4.94,$5.02
31,8,Geralf's Mindcrusher,Dark Ascension,0.3,$0.31
6,6,Gerrard's Command,Planeshift,0.16,$0.14
4,4,Gerrard's Irregulars,Mercadian Masques,0.16,$0.14
7,7,Gerrard's Verdict,Apocalypse,0.28,$0.32
1,1,"Geth, Lord of the Vault",Scars of Mirrodin,6.86,$7.33
16,8,Ghastly Conscription,Fate Reforged,0.71,$0.65
3,3,Ghitu Encampment,Urza's Legacy,0.25,$0.25
1,1,Ghitu Fire,Invasion,0.32,$0.30
1,1,Ghitu Slinger,Urza's Legacy,0.17,$0.16
1,1,Ghitu War Cry,Urza's Legacy,0.21,$0.18
5,5,Ghost Ship,The Dark,0.16,$0.14
1,1,Ghost Ship,The Dark,0.16,$0.14
40,8,Ghostfire Blade,Khans of Tarkir,0.74,$0.75
4,4,Ghosts of the Damned,Legends,0.18,$0.19
1,1,Ghoul's Feast,Mercadian Masques,0.19,$0.18
8,8,Ghoultree,Dark Ascension,0.88,$0.89
8,8,Giant Adephage,Gatecrash,1.53,$1.52
3,3,Giant Caterpillar,Visions,0.17,$0.15
1,1,Giant Caterpillar,Mercadian Masques,0.17,$0.14
2,2,Giant Cockroach,Urza's Legacy,0.17,$0.15
7,7,Giant Growth,Revised Edition,0.15,$0.15
2,2,Giant Growth,Ice Age,0.19,$0.17
5,5,Giant Shark,The Dark,0.18,$0.16
1,1,Giant Slug,Legends,0.18,$0.19
8,8,Giant Spider,Revised Edition,0.16,$0.14
1,1,Giant Strength,Classic Sixth Edition,0.14,$0.15
3,3,Gibbering Hyenas,Mirage,0.16,$0.14
1,1,Gideon's Avenger,Magic 2012,0.79,$0.80
30,8,Gideon's Phalanx,Magic Origins,0.34,$0.31
10,8,"Gideon, Ally of Zendikar",Battle for Zendikar,19.94,$20.14
35,8,Gift of Immortality,Theros,0.7,$0.71
1,1,Gifts Ungiven,Modern Masters,16.75,$18.06
18,8,Gild,Born of the Gods,0.29,$0.27
1,1,Gilded Drake,Urza's Saga,25.1,$24.23
1,1,Gilded Lotus,Magic 2013,8.32,$8.54
26,8,Gilt-Leaf Winnower,Magic Origins,0.41,$0.47
1,1,"Gisela, Blade of Goldnight",Avacyn Restored,6.29,$6.61
1,1,Gitaxian Probe,New Phyrexia,3.86,$3.85
3,3,Glacial Chasm,Ice Age,0.59,$0.51
4,4,Glacial Fortress,Magic 2012,2.14,$2.25
8,8,Glacial Fortress,Magic 2013,2.33,$2.41
4,4,Glade Gnarr,Apocalypse,0.16,$0.14
10,8,Gladehart Cavalry,Oath of the Gatewatch,0.25,$0.24
29,8,Glaring Spotlight,Gatecrash,0.42,$0.40
1,1,Glasses of Urza,Revised Edition,0.19,$0.17
1,1,Glasses of Urza,Classic Sixth Edition,0.19,$0.25
23,8,Gleam of Authority,Dragons of Tarkir,0.45,$0.44
1,1,Gliding Licid,Stronghold,0.2,$0.18
4,4,Glimmering Angel,Invasion,0.18,$0.17
2,2,Glimmervoid,Mirrodin,32.02,$32.18
1,1,Glimmervoid,Mirrodin,32.02,$32.18
1,1,"Glissa, the Traitor",Mirrodin Besieged,2.96,$2.82
6,6,Glistening Oil,New Phyrexia,0.34,$0.33
1,1,Glittering Lion,Prophecy,0.2,$0.20
2,2,Glittering Lynx,Prophecy,0.17,$0.14
4,4,Gloom,Revised Edition,0.19,$0.17
38,8,Gloom Surgeon,Avacyn Restored,0.36,$0.32
1,1,Glowing Anemone,Mercadian Masques,0.2,$0.18
1,1,Glyph of Delusion,Legends,0.2,$0.21
3,3,Glyph of Destruction,Legends,0.18,$0.19
1,1,Glyph of Destruction,Legends,0.18,$0.19
4,4,Glyph of Doom,Legends,0.18,$0.19
1,1,Glyph of Life,Legends,0.18,$0.19
3,3,Glyph of Life,Legends,0.18,$0.19
1,1,Glyph of Reincarnation,Legends,0.19,$0.19
1,1,Goblin Balloon Brigade,Revised Edition,0.18,$0.16
1,1,Goblin Caves,The Dark,0.41,$0.34
4,4,Goblin Caves,The Dark,0.41,$0.34
1,1,Goblin Chieftain,Magic 2012,5.95,$5.96
5,5,Goblin Chirurgeon,Fallen Empires,0.24,$0.24
5,5,Goblin Chirurgeon,Fallen Empires,0.24,$0.22
6,6,Goblin Chirurgeon,Fallen Empires,0.24,$0.24
26,8,Goblin Dark-Dwellers,Oath of the Gatewatch,2.09,$2.27
1,1,Goblin Digging Team,The Dark,0.16,$0.14
12,8,Goblin Diplomats,Magic 2014 Core Set,0.29,$0.26
1,1,Goblin Elite Infantry,Mirage,0.17,$0.14
1,1,Goblin Elite Infantry,Classic Sixth Edition,0.14,$0.14
3,3,Goblin Flotilla,Fallen Empires,0.38,$0.35
3,3,Goblin Game,Planeshift,0.91,$0.91
3,3,Goblin Grenade,Fallen Empires,0,$0.73
3,3,Goblin Grenade,Fallen Empires,0,$0.68
4,4,Goblin Grenade,Fallen Empires,0,$0.73
5,5,Goblin Hero,The Dark,0.16,$0.14
10,8,Goblin Kaboomist,Magic 2015 Core Set,0.26,$0.25
1,1,Goblin King,Revised Edition,1.34,$1.35
1,1,Goblin King,Revised Edition,1.34,$1.35
6,6,Goblin Kites,Fallen Empires,0.19,$0.17
1,1,Goblin Lackey,Urza's Saga,7.51,$7.66
4,4,Goblin Legionnaire,Apocalypse,0.17,$0.14
2,2,Goblin Matron,Urza's Saga,0.53,$0.52
1,1,Goblin Offensive,Urza's Saga,1.32,$1.29
1,1,Goblin Patrol,Urza's Saga,0.17,$0.14
36,8,Goblin Piledriver,Magic Origins,2.03,$2.33
11,8,Goblin Rabblemaster,Magic 2015 Core Set,2.45,$2.49
3,3,Goblin Raider,Urza's Saga,0.17,$0.14
1,1,Goblin Recruiter,Visions,1.69,$1.73
1,1,Goblin Recruiter,Classic Sixth Edition,1.59,$1.70
7,7,Goblin Ringleader,Apocalypse,1.9,$1.88
5,5,Goblin Rock Sled,The Dark,0.15,$0.14
1,1,Goblin Rock Sled,Fourth Edition,0.14,$0.14
1,1,Goblin Sappers,Ice Age,0.17,$0.14
5,5,Goblin Shrine,The Dark,0.16,$0.14
2,2,Goblin Spelunkers,Urza's Saga,0.17,$0.15
1,1,Goblin Spy,Invasion,0.19,$0.17
3,3,Goblin Swine-Rider,Visions,0.17,$0.16
2,2,Goblin War Buggy,Urza's Saga,0.16,$0.14
5,5,Goblin War Drums,Fallen Empires,0,$0.16
6,6,Goblin War Drums,Fallen Empires,0,$0.16
5,5,Goblin War Drums,Fallen Empires,0,$0.16
3,3,Goblin War Drums,Fallen Empires,0,$0.16
2,2,Goblin Warrens,Fallen Empires,0.88,$0.86
1,1,Goblin Wizard,The Dark,7.78,$8.00
