cardName,setName,foil,qtyOwned,buyPrice,sellPrice,buyMerchant,sellMerchant,buyQty,sellQty,spread
"Yeva, Nature's Herald",Magic 2013,0,20,0.39,0.65,abugames,tcgplayer,20,,%
Ajani's Chosen,Magic 2014 Core Set,0,13,0.1,0.36,magicdotcards,tcgplayer,,,%
Archangel of Thune,Magic 2014 Core Set,0,1,16.35,22.84,abugames,isleofcards,20,7,%
Awaken the Ancient,Magic 2014 Core Set,0,12,0.16,0.33,isleofcards,tcgplayer,6,,%
Bogbrew Witch,Magic 2014 Core Set,0,7,0.16,0.42,cardkingdom,tcgplayer,18,,%
Bonescythe Sliver,Magic 2014 Core Set,0,6,1,1.95,magicdotcards,tcgplayer,,,%
Burning Earth,Magic 2014 Core Set,0,6,0.21,0.42,isleofcards,tcgplayer,2,,%
Chandra's Phoenix,Magic 2014 Core Set,0,5,0.25,0.43,magicdotcards,isleofcards,,7,%
Clone,Magic 2014 Core Set,0,2,0.1,0.42,magicdotcards,isleofcards,,7,%
Colossal Whale,Magic 2014 Core Set,0,14,0.1,0.29,magicdotcards,tcgplayer,,,%
Dark Prophecy,Magic 2014 Core Set,0,24,0.1,0.32,magicdotcards,isleofcards,,4,%
Darksteel Forge,Magic 2014 Core Set,0,1,3.36,5.61,isleofcards,isleofcards,3,7,%
Devout Invocation,Magic 2014 Core Set,0,10,0.76,1.4,abugames,tcgplayer,20,,%
Dismiss into Dream,Magic 2014 Core Set,0,25,0.03,0.28,abugames,tcgplayer,50,,%
Domestication,Magic 2014 Core Set,0,25,0.04,0.28,abugames,tcgplayer,50,,%
Door of Destinies,Magic 2014 Core Set,0,7,2.45,4.43,abugames,isleofcards,16,9,%
Elite Arcanist,Magic 2014 Core Set,0,19,0.1,0.41,magicdotcards,isleofcards,,3,%
Fiendslayer Paladin,Magic 2014 Core Set,0,5,1.5,2.17,magicdotcards,isleofcards,,1,%
Garruk's Horde,Magic 2014 Core Set,0,10,0.1,0.39,magicdotcards,tcgplayer,,,%
Goblin Diplomats,Magic 2014 Core Set,0,12,0.14,0.29,isleofcards,tcgplayer,1,,%
Grim Return,Magic 2014 Core Set,0,19,0.1,0.38,magicdotcards,isleofcards,,1,%
Guardian of the Ages,Magic 2014 Core Set,0,23,0.14,0.28,isleofcards,tcgplayer,1,,%
Haunted Plate Mail,Magic 2014 Core Set,0,8,0.14,0.29,isleofcards,tcgplayer,1,,%
Imposing Sovereign,Magic 2014 Core Set,0,21,0.11,0.4,abugames,tcgplayer,30,,%
Indestructibility,Magic 2014 Core Set,0,14,0.1,0.55,magicdotcards,tcgplayer,,,%
Into the Wilds,Magic 2014 Core Set,0,12,0.1,0.44,magicdotcards,isleofcards,,7,%
Jace's Mindseeker,Magic 2014 Core Set,0,18,0.1,0.28,magicdotcards,tcgplayer,,,%
"Jace, Memory Adept",Magic 2014 Core Set,0,4,3.55,5.93,isleofcards,isleofcards,1,11,%
Kalonian Hydra,Magic 2014 Core Set,0,2,6.85,10.38,isleofcards,isleofcards,8,3,%
Lifebane Zombie,Magic 2014 Core Set,0,10,0.25,0.58,magicdotcards,isleofcards,,12,%
Liliana's Reaver,Magic 2014 Core Set,0,18,0.25,0.49,magicdotcards,tcgplayer,,,%
Megantic Sliver,Magic 2014 Core Set,0,13,0.34,0.68,isleofcards,isleofcards,1,8,%
Mindsparker,Magic 2014 Core Set,0,12,0.17,0.34,isleofcards,isleofcards,5,3,%
Mutavault,Magic 2014 Core Set,0,1,7.5,12.75,cardkingdom,isleofcards,27,12,%
Nightmare,Magic 2014 Core Set,0,7,0.1,0.3,magicdotcards,tcgplayer,,,%
Oath of the Ancient Wood,Magic 2014 Core Set,0,24,0.1,0.28,magicdotcards,isleofcards,,7,%
Ogre Battledriver,Magic 2014 Core Set,0,10,0.14,0.28,isleofcards,tcgplayer,6,,%
Path of Bravery,Magic 2014 Core Set,0,16,0.1,0.49,magicdotcards,isleofcards,,12,%
Planar Cleansing,Magic 2014 Core Set,0,14,0.1,0.37,magicdotcards,tcgplayer,,,%
Primeval Bounty,Magic 2014 Core Set,0,3,2.64,4.46,abugames,isleofcards,16,8,%
Pyromancer's Gauntlet,Magic 2014 Core Set,0,12,0.14,0.28,isleofcards,tcgplayer,1,,%
Quicken,Magic 2014 Core Set,0,6,0.5,0.97,magicdotcards,isleofcards,,11,%
Ratchet Bomb,Magic 2014 Core Set,0,8,0.5,0.99,magicdotcards,tcgplayer,,,%
Ring of Three Wishes,Magic 2014 Core Set,0,1,2,3.23,magicdotcards,isleofcards,,12,%
Rise of the Dark Realms,Magic 2014 Core Set,0,1,3.74,6.8,abugames,tcgplayer,16,,%
Savage Summoning,Magic 2014 Core Set,0,20,0.17,0.29,abugames,tcgplayer,16,,%
Scavenging Ooze,Magic 2014 Core Set,0,2,4,6.78,magicdotcards,isleofcards,,12,%
Seraph of the Sword,Magic 2014 Core Set,0,12,0.5,0.75,magicdotcards,isleofcards,,7,%
Shadowborn Apostle,Magic 2014 Core Set,0,7,0.75,1.64,magicdotcards,isleofcards,,12,%
Shadowborn Demon,Magic 2014 Core Set,0,5,0.5,1.02,magicdotcards,isleofcards,,12,%
Shivan Dragon,Magic 2014 Core Set,0,3,0.15,0.29,isleofcards,tcgplayer,7,,%
Silence,Magic 2014 Core Set,0,6,1,1.04,magicdotcards,isleofcards,,1,%
Strionic Resonator,Magic 2014 Core Set,0,17,1.5,2.54,magicdotcards,isleofcards,,12,%
Syphon Sliver,Magic 2014 Core Set,0,1,1,2.21,magicdotcards,isleofcards,,11,%
Thorncaster Sliver,Magic 2014 Core Set,0,3,0.35,0.71,isleofcards,tcgplayer,3,,%
Tidebinder Mage,Magic 2014 Core Set,0,27,0.5,0.87,magicdotcards,isleofcards,,9,%
Trading Post,Magic 2014 Core Set,0,16,0.16,0.32,isleofcards,tcgplayer,1,,%
Traumatize,Magic 2014 Core Set,0,5,0.5,1.78,magicdotcards,isleofcards,,12,%
Vastwood Hydra,Magic 2014 Core Set,0,2,0.25,0.84,magicdotcards,isleofcards,,11,%
Windreader Sphinx,Magic 2014 Core Set,0,10,0.37,0.75,isleofcards,isleofcards,1,6,%
Witchstalker,Magic 2014 Core Set,0,5,0.26,0.58,abugames,isleofcards,30,5,%
Xathrid Necromancer,Magic 2014 Core Set,0,22,0.1,0.4,magicdotcards,isleofcards,,8,%
Aegis Angel,Magic 2015 Core Set,0,9,0.1,0.5,magicdotcards,tcgplayer,,,%
Aggressive Mining,Magic 2015 Core Set,0,9,0.1,0.27,magicdotcards,tcgplayer,,,%
"Avacyn, Guardian Angel",Magic 2015 Core Set,0,12,0.32,0.57,abugames,isleofcards,30,17,%
Avarice Amulet,Magic 2015 Core Set,0,2,0.1,0.26,magicdotcards,tcgplayer,,,%
Battlefield Forge,Magic 2015 Core Set,0,9,1,1.45,cardkingdom,tcgplayer,45,,%
Burning Anger,Magic 2015 Core Set,0,6,0.1,0.25,magicdotcards,tcgplayer,,,%
Caves of Koilos,Magic 2015 Core Set,0,2,0.75,1.79,magicdotcards,tcgplayer,,,%
"Chandra, Pyromaster",Magic 2015 Core Set,0,3,1.5,2.96,adventureson,isleofcards,7,20,%
Chief Engineer,Magic 2015 Core Set,0,17,0.1,0.53,magicdotcards,tcgplayer,,,%
Chord of Calling,Magic 2015 Core Set,0,4,5.38,10.77,isleofcards,isleofcards,43,5,%
Crucible of Fire,Magic 2015 Core Set,0,11,0.25,0.85,magicdotcards,tcgplayer,,,%
Cruel Sadist,Magic 2015 Core Set,0,10,0.1,0.26,magicdotcards,tcgplayer,,,%
Genesis Hydra,Magic 2015 Core Set,0,9,0.3,0.95,cardkingdom,tcgplayer,21,,%
Goblin Kaboomist,Magic 2015 Core Set,0,10,0.1,0.26,magicdotcards,isleofcards,,26,%
Goblin Rabblemaster,Magic 2015 Core Set,0,11,1.5,2.45,magicdotcards,isleofcards,,40,%
Grindclock,Magic 2015 Core Set,0,1,0.1,0.28,magicdotcards,tcgplayer,,,%
Haunted Plate Mail,Magic 2015 Core Set,0,3,0.1,0.26,magicdotcards,isleofcards,,30,%
Hoarding Dragon,Magic 2015 Core Set,0,12,0.1,0.26,magicdotcards,tcgplayer,,,%
Hornet Nest,Magic 2015 Core Set,0,11,0.5,1.14,cardkingdom,tcgplayer,39,,%
Hornet Queen,Magic 2015 Core Set,0,9,0.51,0.98,abugames,isleofcards,20,15,%
Hushwing Gryff,Magic 2015 Core Set,0,13,0.15,0.57,abugames,isleofcards,99,29,%
In Garruk's Wake,Magic 2015 Core Set,0,3,0.1,0.56,adventureson,tcgplayer,39,,%
Indulgent Tormentor,Magic 2015 Core Set,0,16,0.3,0.72,cardkingdom,tcgplayer,42,,%
"Jace, the Living Guildpact",Magic 2015 Core Set,0,6,1.5,2.8,magicdotcards,isleofcards,,24,%
"Jalira, Master Polymorphist",Magic 2015 Core Set,0,2,0.1,0.27,magicdotcards,tcgplayer,,,%
Kalonian Twingrove,Magic 2015 Core Set,0,7,0.1,0.35,magicdotcards,isleofcards,,30,%
"Kurkesh, Onakke Ancient",Magic 2015 Core Set,0,3,0.1,0.27,magicdotcards,tcgplayer,,,%
Life's Legacy,Magic 2015 Core Set,0,13,0.14,0.39,abugames,isleofcards,20,27,%
Llanowar Wastes,Magic 2015 Core Set,0,6,1.18,1.95,abugames,isleofcards,20,1,%
Mahamoti Djinn,Magic 2015 Core Set,0,9,0.05,0.31,abugames,tcgplayer,50,,%
Mass Calcify,Magic 2015 Core Set,0,12,0.1,0.29,adventureson,tcgplayer,2,,%
Master of Predicaments,Magic 2015 Core Set,0,13,0.1,0.26,magicdotcards,tcgplayer,,,%
Mercurial Pretender,Magic 2015 Core Set,0,2,0.1,0.26,magicdotcards,tcgplayer,,,%
Necromancer's Stockpile,Magic 2015 Core Set,0,7,0.24,0.28,cardkingdom,tcgplayer,46,,%
Nightmare,Magic 2015 Core Set,0,8,0.1,0.32,magicdotcards,tcgplayer,,,%
"Nissa, Worldwaker",Magic 2015 Core Set,0,1,5.9,9.98,abugames,isleofcards,16,22,%
"Ob Nixilis, Unshackled",Magic 2015 Core Set,0,11,1,2.16,magicdotcards,isleofcards,,29,%
Obelisk of Urd,Magic 2015 Core Set,0,10,1.25,2.42,abugames,isleofcards,12,22,%
Perilous Vault,Magic 2015 Core Set,0,4,0.87,1.98,abugames,isleofcards,30,25,%
Phyrexian Revoker,Magic 2015 Core Set,0,26,0.5,1.14,magicdotcards,tcgplayer,,,%
Phytotitan,Magic 2015 Core Set,0,3,0.1,0.29,magicdotcards,isleofcards,,28,%
Polymorphist's Jest,Magic 2015 Core Set,0,17,1.15,1.23,cardkingdom,isleofcards,30,36,%
Preeminent Captain,Magic 2015 Core Set,0,6,0.3,0.65,abugames,tcgplayer,30,,%
Resolute Archangel,Magic 2015 Core Set,0,7,0.1,0.5,adventureson,tcgplayer,16,,%
Return to the Ranks,Magic 2015 Core Set,0,13,0.5,1.1,magicdotcards,isleofcards,,24,%
Scuttling Doom Engine,Magic 2015 Core Set,0,22,0.1,0.47,magicdotcards,tcgplayer,,,%
Shield of the Avatar,Magic 2015 Core Set,0,6,0.1,0.26,magicdotcards,tcgplayer,,,%
Shivan Dragon,Magic 2015 Core Set,0,6,0.1,0.34,magicdotcards,tcgplayer,,,%
Shivan Reef,Magic 2015 Core Set,0,4,1.7,2.93,cardkingdom,tcgplayer,60,,%
Siege Dragon,Magic 2015 Core Set,0,4,0.1,0.27,magicdotcards,isleofcards,,29,%
Sliver Hive,Magic 2015 Core Set,0,4,2.64,4.82,abugames,isleofcards,16,3,%
Sliver Hivelord,Magic 2015 Core Set,0,1,6,9.72,magicdotcards,isleofcards,,29,%
Soul of Innistrad,Magic 2015 Core Set,0,5,0.3,1.09,cardkingdom,isleofcards,24,28,%
Soul of New Phyrexia,Magic 2015 Core Set,0,4,2.25,2.56,cardkingdom,isleofcards,22,30,%
Soul of Ravnica,Magic 2015 Core Set,0,6,0.25,0.61,magicdotcards,isleofcards,,30,%
Soul of Shandalar,Magic 2015 Core Set,0,9,0.25,0.73,magicdotcards,isleofcards,,30,%
Soul of Theros,Magic 2015 Core Set,0,7,0.25,0.98,magicdotcards,isleofcards,,30,%
Soul of Zendikar,Magic 2015 Core Set,0,10,0.25,0.66,magicdotcards,isleofcards,,30,%
Spectra Ward,Magic 2015 Core Set,0,1,0.3,0.65,adventureson,tcgplayer,29,,%
Spirit Bonds,Magic 2015 Core Set,0,3,0.1,0.39,adventureson,tcgplayer,18,,%
Stain the Mind,Magic 2015 Core Set,0,13,0.1,0.33,magicdotcards,tcgplayer,,,%
Stormtide Leviathan,Magic 2015 Core Set,0,9,0.1,0.32,magicdotcards,tcgplayer,,,%
Terra Stomper,Magic 2015 Core Set,0,8,0.1,0.6,magicdotcards,tcgplayer,,,%
The Chain Veil,Magic 2015 Core Set,0,4,1.3,1.8,cardkingdom,isleofcards,19,26,%
"Urborg, Tomb of Yawgmoth",Magic 2015 Core Set,0,6,6.51,10.03,isleofcards,isleofcards,1,48,%
Waste Not,Magic 2015 Core Set,0,2,3,3.92,cardkingdom,tcgplayer,36,,%
Yavimaya Coast,Magic 2015 Core Set,0,7,0.83,1.5,abugames,tcgplayer,20,,%
"Yisan, the Wanderer Bard",Magic 2015 Core Set,0,6,0.1,0.43,magicdotcards,tcgplayer,,,%
Ætherspouts,Magic 2015 Core Set,0,28,,0.52,,isleofcards,,26,%
Abbot of Keral Keep,Magic Origins,0,24,1,1.63,cardkingdom,isleofcards,73,42,%
Alhammarret's Archive,Magic Origins,0,1,2.5,4.07,magicdotcards,isleofcards,,7,%
"Alhammarret, High Arbiter",Magic Origins,0,33,0.1,0.36,magicdotcards,tcgplayer,,,%
Animist's Awakening,Magic Origins,0,34,0.25,0.69,adventureson,isleofcards,30,50,%
Archangel of Tithes,Magic Origins,0,7,3,5,magicdotcards,tcgplayer,,,%
Avaricious Dragon,Magic Origins,0,12,1,1.4,magicdotcards,isleofcards,,50,%
Battlefield Forge,Magic Origins,0,31,1.08,1.35,isleofcards,isleofcards,34,7,%
Caves of Koilos,Magic Origins,0,9,1.43,1.69,isleofcards,isleofcards,14,28,%
Chandra's Ignition,Magic Origins,0,33,0.1,0.4,magicdotcards,tcgplayer,,,%
"Chandra, Fire of Kaladesh",Magic Origins,0,16,2.86,4.09,isleofcards,isleofcards,9,38,%
Dark Petition,Magic Origins,0,9,1.5,2.79,magicdotcards,isleofcards,,1,%
Day's Undoing,Magic Origins,0,11,2.5,4.75,magicdotcards,tcgplayer,,,%
Demonic Pact,Magic Origins,0,10,3,4.45,magicdotcards,isleofcards,,41,%
Despoiler of Souls,Magic Origins,0,24,0.1,0.38,magicdotcards,tcgplayer,,,%
Disciple of the Ring,Magic Origins,0,23,0.5,0.85,magicdotcards,isleofcards,,50,%
Displacement Wave,Magic Origins,0,16,0.1,0.33,magicdotcards,tcgplayer,,,%
"Dwynen, Gilt-Leaf Daen",Magic Origins,0,21,0.22,0.62,abugames,isleofcards,50,48,%
Embermaw Hellion,Magic Origins,0,34,0.1,0.36,magicdotcards,isleofcards,,50,%
Erebos's Titan,Magic Origins,0,16,0.25,1.01,magicdotcards,isleofcards,,46,%
Evolutionary Leap,Magic Origins,0,46,0.66,0.95,isleofcards,isleofcards,4,14,%
Exquisite Firecraft,Magic Origins,0,20,1.63,2.18,isleofcards,tcgplayer,18,,%
Flameshadow Conjuring,Magic Origins,0,16,0.1,0.32,magicdotcards,tcgplayer,,,%
Gaea's Revenge,Magic Origins,0,22,0.2,0.4,isleofcards,tcgplayer,8,,%
Gideon's Phalanx,Magic Origins,0,30,0.1,0.34,magicdotcards,tcgplayer,,,%
Gilt-Leaf Winnower,Magic Origins,0,26,0.2,0.41,isleofcards,tcgplayer,3,,%
Goblin Piledriver,Magic Origins,0,36,1.72,2.03,isleofcards,isleofcards,4,38,%
Graveblade Marauder,Magic Origins,0,27,0.1,0.33,magicdotcards,tcgplayer,,,%
Hallowed Moonlight,Magic Origins,0,25,1.16,1.66,isleofcards,isleofcards,1,40,%
Hangarback Walker,Magic Origins,0,17,3,3.49,magicdotcards,isleofcards,,36,%
Harbinger of the Tides,Magic Origins,0,20,0.5,1.3,magicdotcards,isleofcards,,50,%
Helm of the Gods,Magic Origins,0,23,0.1,0.31,magicdotcards,tcgplayer,,,%
Herald of the Pantheon,Magic Origins,0,23,0.1,0.48,magicdotcards,isleofcards,,59,%
"Hixus, Prison Warden",Magic Origins,0,27,0.1,0.33,magicdotcards,tcgplayer,,,%
Honored Hierarch,Magic Origins,0,28,0.1,0.34,magicdotcards,tcgplayer,,,%
Infinite Obliteration,Magic Origins,0,22,0.5,1.67,magicdotcards,isleofcards,,50,%
Jace's Sanctum,Magic Origins,0,21,0.25,0.48,magicdotcards,isleofcards,,32,%
"Jace, Vryn's Prodigy",Magic Origins,0,4,22.07,31.54,isleofcards,isleofcards,1,49,%
Knight of the White Orchid,Magic Origins,0,9,2,3.14,magicdotcards,isleofcards,,15,%
"Kothophed, Soul Hoarder",Magic Origins,0,26,0.1,0.37,magicdotcards,tcgplayer,,,%
Kytheon's Irregulars,Magic Origins,0,41,0.1,0.28,magicdotcards,isleofcards,,50,%
"Kytheon, Hero of Akros",Magic Origins,0,1,7.17,9.57,isleofcards,isleofcards,2,34,%
Languish,Magic Origins,0,1,3.65,5.31,cardkingdom,isleofcards,113,17,%
Llanowar Wastes,Magic Origins,0,28,1.41,1.77,isleofcards,isleofcards,7,37,%
Mage-Ring Responder,Magic Origins,0,30,0.1,0.35,magicdotcards,tcgplayer,,,%
Managorger Hydra,Magic Origins,0,33,0.5,1.44,cardkingdom,isleofcards,42,50,%
Mizzium Meddler,Magic Origins,0,25,0.1,0.3,magicdotcards,tcgplayer,,,%
Molten Vortex,Magic Origins,0,18,0.21,0.42,isleofcards,isleofcards,3,45,%
Nissa's Revelation,Magic Origins,0,16,0.1,0.39,magicdotcards,tcgplayer,,,%
Orbs of Warding,Magic Origins,0,22,0.1,0.44,magicdotcards,tcgplayer,,,%
Outland Colossus,Magic Origins,0,41,0.1,0.27,magicdotcards,tcgplayer,,,%
Pia and Kiran Nalaar,Magic Origins,0,10,1.28,1.83,isleofcards,tcgplayer,1,,%
Priest of the Blood Rite,Magic Origins,0,26,0.1,0.39,magicdotcards,tcgplayer,,,%
Pyromancer's Goggles,Magic Origins,0,5,2,4.07,cardkingdom,isleofcards,48,3,%
Relic Seeker,Magic Origins,0,25,0.1,0.41,magicdotcards,tcgplayer,,,%
Scab-Clan Berserker,Magic Origins,0,24,0.22,0.44,isleofcards,isleofcards,3,47,%
Shivan Reef,Magic Origins,0,4,1.7,2.65,isleofcards,tcgplayer,44,,%
Sigil of the Empty Throne,Magic Origins,0,22,0.22,0.45,isleofcards,tcgplayer,4,,%
Soulblade Djinn,Magic Origins,0,37,0.1,0.32,magicdotcards,tcgplayer,,,%
Starfield of Nyx,Magic Origins,0,19,1.6,2.38,cardkingdom,isleofcards,40,20,%
Sword of the Animist,Magic Origins,0,14,1.4,2.08,cardkingdom,isleofcards,77,54,%
Tainted Remedy,Magic Origins,0,15,0.26,0.59,abugames,isleofcards,30,50,%
Talent of the Telepath,Magic Origins,0,29,0.25,0.48,magicdotcards,tcgplayer,,,%
The Great Aurora,Magic Origins,0,15,1.2,1.72,isleofcards,isleofcards,22,25,%
Thopter Spy Network,Magic Origins,0,26,0.33,0.66,isleofcards,isleofcards,2,47,%
Tragic Arrogance,Magic Origins,0,22,0.42,0.85,isleofcards,isleofcards,5,35,%
Vryn Wingmare,Magic Origins,0,29,0.1,0.49,magicdotcards,isleofcards,,50,%
Willbreaker,Magic Origins,0,33,0.15,0.31,isleofcards,isleofcards,2,47,%
Woodland Bellower,Magic Origins,0,19,0.5,1.21,cardkingdom,isleofcards,30,50,%
Yavimaya Coast,Magic Origins,0,31,1.08,1.44,isleofcards,isleofcards,23,19,%
Afterlife,Mercadian Masques,0,1,,0.2,,tcgplayer,,,%
Alabaster Wall,Mercadian Masques,0,4,,0.16,,tcgplayer,,,%
Alley Grifters,Mercadian Masques,0,4,,0.18,,tcgplayer,,,%
Ancestral Mask,Mercadian Masques,0,4,0.39,0.74,abugames,tcgplayer,10,,%
Arms Dealer,Mercadian Masques,0,1,,0.24,,tcgplayer,,,%
Arrest,Mercadian Masques,0,1,,0.22,,tcgplayer,,,%
Ballista Squad,Mercadian Masques,0,1,,0.19,,tcgplayer,,,%
Balloon Peddler,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Barbed Wire,Mercadian Masques,0,1,,0.2,,tcgplayer,,,%
Battle Rampart,Mercadian Masques,0,5,,0.17,,tcgplayer,,,%
Blaster Mage,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Blockade Runner,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Boa Constrictor,Mercadian Masques,0,2,,0.2,,tcgplayer,,,%
Bog Smugglers,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Bog Witch,Mercadian Masques,0,4,,0.19,,tcgplayer,,,%
Brainstorm,Mercadian Masques,0,6,0.65,1.26,adventureson,tcgplayer,437,,%
Brawl,Mercadian Masques,0,1,0.1,0.34,magicdotcards,tcgplayer,,,%
Briar Patch,Mercadian Masques,0,1,,0.2,,tcgplayer,,,%
Bribery,Mercadian Masques,0,2,12.5,19.43,cardkingdom,isleofcards,10,1,%
Buoyancy,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Cackling Witch,Mercadian Masques,0,1,,0.19,,tcgplayer,,,%
Cateran Brute,Mercadian Masques,0,4,,0.16,,tcgplayer,,,%
Cateran Enforcer,Mercadian Masques,0,1,,0.21,,tcgplayer,,,%
Cateran Kidnappers,Mercadian Masques,0,1,,0.23,,tcgplayer,,,%
Cateran Persuader,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Cateran Slaver,Mercadian Masques,0,1,0.12,0.35,adventureson,tcgplayer,12,,%
Cateran Summons,Mercadian Masques,0,3,0.1,0.2,magicdotcards,tcgplayer,,,%
Caustic Wasps,Mercadian Masques,0,3,0.02,0.21,abugames,tcgplayer,50,,%
Cave Sense,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Cavern Crawler,Mercadian Masques,0,3,,0.16,,tcgplayer,,,%
Ceremonial Guard,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Chambered Nautilus,Mercadian Masques,0,1,0.06,0.22,cardkingdom,tcgplayer,2,,%
Chameleon Spirit,Mercadian Masques,0,2,0.06,0.22,cardkingdom,tcgplayer,2,,%
Charm Peddler,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Charmed Griffin,Mercadian Masques,0,1,,0.2,,tcgplayer,,,%
Cho-Arrim Legate,Mercadian Masques,0,1,,0.21,,tcgplayer,,,%
Cho-Manno's Blessing,Mercadian Masques,0,4,,0.18,,tcgplayer,,,%
Cinder Elemental,Mercadian Masques,0,2,0.02,0.21,abugames,tcgplayer,50,,%
Clear the Land,Mercadian Masques,0,1,0.1,0.39,magicdotcards,tcgplayer,,,%
Close Quarters,Mercadian Masques,0,1,,0.2,,tcgplayer,,,%
Cloud Sprite,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Coastal Piracy,Mercadian Masques,0,1,0.19,0.72,cardkingdom,tcgplayer,16,,%
Collective Unconscious,Mercadian Masques,0,1,0.25,0.62,magicdotcards,tcgplayer,,,%
Corrupt Official,Mercadian Masques,0,1,0.1,0.33,magicdotcards,tcgplayer,,,%
Counterspell,Mercadian Masques,0,4,0.54,1.25,abugames,tcgplayer,10,,%
Crash,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Credit Voucher,Mercadian Masques,0,1,0.02,0.2,abugames,tcgplayer,50,,%
Crenellated Wall,Mercadian Masques,0,2,0.02,0.25,abugames,tcgplayer,50,,%
Crooked Scales,Mercadian Masques,0,1,0.1,0.35,magicdotcards,tcgplayer,,,%
Crossbow Infantry,Mercadian Masques,0,4,,0.16,,tcgplayer,,,%
Customs Depot,Mercadian Masques,0,1,,0.19,,tcgplayer,,,%
Dark Ritual,Mercadian Masques,0,3,0.5,0.67,magicdotcards,tcgplayer,,,%
Darting Merfolk,Mercadian Masques,0,4,,0.16,,tcgplayer,,,%
Deadly Insect,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Deathgazer,Mercadian Masques,0,1,,0.19,,tcgplayer,,,%
Deepwood Drummer,Mercadian Masques,0,3,,0.16,,tcgplayer,,,%
Deepwood Elder,Mercadian Masques,0,1,0.03,0.32,abugames,tcgplayer,50,,%
Deepwood Ghoul,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Deepwood Legate,Mercadian Masques,0,1,,0.19,,tcgplayer,,,%
Deepwood Tantiv,Mercadian Masques,0,1,,0.2,,tcgplayer,,,%
Deepwood Wolverine,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Dehydration,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Delraich,Mercadian Masques,0,1,0.5,0.79,magicdotcards,tcgplayer,,,%
Desert Twister,Mercadian Masques,0,2,,0.26,,tcgplayer,,,%
Devout Witness,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Diplomatic Escort,Mercadian Masques,0,2,,0.19,,tcgplayer,,,%
Diplomatic Immunity,Mercadian Masques,0,3,0.25,0.39,magicdotcards,tcgplayer,,,%
Disenchant,Mercadian Masques,0,4,0.01,0.18,magicdotcards,tcgplayer,,,%
Drake Hatchling,Mercadian Masques,0,3,,0.16,,tcgplayer,,,%
Embargo,Mercadian Masques,0,1,0.16,0.38,cardkingdom,tcgplayer,10,,%
Energy Flux,Mercadian Masques,0,1,0.02,0.26,abugames,tcgplayer,99,,%
Enslaved Horror,Mercadian Masques,0,1,,0.2,,tcgplayer,,,%
Extortion,Mercadian Masques,0,2,0.1,0.33,magicdotcards,tcgplayer,,,%
False Demise,Mercadian Masques,0,2,0.02,0.22,abugames,tcgplayer,50,,%
Ferocity,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Flailing Manticore,Mercadian Masques,0,2,0.1,0.33,magicdotcards,tcgplayer,,,%
Flailing Soldier,Mercadian Masques,0,2,,0.16,,tcgplayer,,,%
Flaming Sword,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Foster,Mercadian Masques,0,2,0.1,0.35,magicdotcards,tcgplayer,,,%
Fountain Watch,Mercadian Masques,0,1,1.5,2.65,magicdotcards,tcgplayer,,,%
Fountain of Cho,Mercadian Masques,0,1,0.06,0.29,cardkingdom,tcgplayer,1,,%
Fresh Volunteers,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Furious Assault,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
Gerrard's Irregulars,Mercadian Masques,0,4,,0.16,,tcgplayer,,,%
Ghoul's Feast,Mercadian Masques,0,1,,0.19,,tcgplayer,,,%
Giant Caterpillar,Mercadian Masques,0,1,,0.17,,tcgplayer,,,%
Glowing Anemone,Mercadian Masques,0,1,,0.2,,tcgplayer,,,%
Groundskeeper,Mercadian Masques,0,2,,0.31,,tcgplayer,,,%
Gush,Mercadian Masques,0,4,0.57,1.42,abugames,tcgplayer,15,,%
Hammer Mage,Mercadian Masques,0,2,,0.21,,tcgplayer,,,%
Haunted Crossroads,Mercadian Masques,0,1,0.25,0.52,magicdotcards,tcgplayer,,,%
Henge Guardian,Mercadian Masques,0,1,,0.19,,tcgplayer,,,%
Henge of Ramos,Mercadian Masques,0,2,0.02,0.2,abugames,tcgplayer,50,,%
Hickory Woodlot,Mercadian Masques,0,4,,0.16,,tcgplayer,,,%
High Market,Mercadian Masques,0,2,3,3.96,magicdotcards,tcgplayer,,,%
High Seas,Mercadian Masques,0,2,,0.2,,tcgplayer,,,%
Highway Robber,Mercadian Masques,0,4,,0.17,,tcgplayer,,,%
