cardName,setName,foil,qtyOwned,buyPrice,sellPrice,buyMerchant,sellMerchant,buyQty,sellQty,spread
Brothers of Fire,Fourth Edition,0,1,,0.14,,abugames,,130,%
Circle of Protection: Red,Fourth Edition,0,2,0.02,0.14,abugames,abugames,50,12,%
Conservator,Fourth Edition,0,1,0.02,0.19,abugames,abugames,50,20,%
Creature Bond,Fourth Edition,0,1,,0.14,,abugames,,90,%
Disenchant,Fourth Edition,0,1,0.06,0.14,cardkingdom,abugames,5,30,%
Disrupting Scepter,Fourth Edition,0,1,0.1,0.24,magicdotcards,abugames,,70,%
Flight,Fourth Edition,0,1,,0.14,,abugames,,80,%
Fortified Area,Fourth Edition,0,2,,0.14,,abugames,,30,%
Gaseous Form,Fourth Edition,0,1,,0.14,,abugames,,80,%
Goblin Rock Sled,Fourth Edition,0,1,,0.14,,abugames,,150,%
Grapeshot Catapult,Fourth Edition,0,1,,0.14,,abugames,,130,%
Helm of Chatzuk,Fourth Edition,0,1,0.1,0.24,magicdotcards,abugames,,40,%
Holy Armor,Fourth Edition,0,1,,0.14,,abugames,,60,%
Holy Strength,Fourth Edition,0,1,,0.14,,abugames,,30,%
Howling Mine,Fourth Edition,0,1,1.6,2.78,abugames,tcgplayer,12,,%
Hurloon Minotaur,Fourth Edition,0,1,,0.14,,abugames,,150,%
Ironroot Treefolk,Fourth Edition,0,1,0.01,0.14,magicdotcards,abugames,,30,%
Karma,Fourth Edition,0,2,,0.19,,abugames,,30,%
Kismet,Fourth Edition,0,1,0.06,0.19,cardkingdom,abugames,6,12,%
Land Tax,Fourth Edition,0,2,9.5,13.29,cardkingdom,abugames,18,9,%
Lifelace,Fourth Edition,0,1,0.1,0.24,magicdotcards,abugames,,30,%
Lightning Bolt,Fourth Edition,0,4,1.5,2.18,adventureson,tcgplayer,30,,%
Lost Soul,Fourth Edition,0,1,,0.14,,abugames,,50,%
Magical Hack,Fourth Edition,0,1,0.1,0.24,magicdotcards,abugames,,35,%
Mahamoti Djinn,Fourth Edition,0,2,0.14,0.29,abugames,abugames,8,10,%
Mishra's Factory,Fourth Edition,0,2,1.5,1.66,magicdotcards,tcgplayer,,,%
Nevinyrral's Disk,Fourth Edition,0,1,1.33,1.86,abugames,tcgplayer,12,,%
Oasis,Fourth Edition,0,4,0.02,0.19,abugames,abugames,50,20,%
Obsianus Golem,Fourth Edition,0,1,,0.19,,abugames,,30,%
Orcish Oriflamme,Fourth Edition,0,1,,0.19,,abugames,,30,%
Phantasmal Terrain,Fourth Edition,0,1,,0.14,,abugames,,90,%
Piety,Fourth Edition,0,1,,0.14,,abugames,,90,%
Radjan Spirit,Fourth Edition,0,1,,0.19,,abugames,,30,%
Raise Dead,Fourth Edition,0,1,,0.14,,abugames,,30,%
Sandstorm,Fourth Edition,0,2,,0.14,,abugames,,50,%
Shivan Dragon,Fourth Edition,0,1,0.46,0.72,abugames,tcgplayer,12,,%
Sindbad,Fourth Edition,0,1,,0.19,,abugames,,30,%
Spirit Link,Fourth Edition,0,1,0.1,0.24,magicdotcards,abugames,,130,%
Stone Rain,Fourth Edition,0,1,0.09,0.18,abugames,tcgplayer,15,,%
Stream of Life,Fourth Edition,0,1,,0.14,,abugames,,90,%
Sunken City,Fourth Edition,0,1,,0.14,,abugames,,30,%
Terror,Fourth Edition,0,1,,0.14,,abugames,,130,%
Tsunami,Fourth Edition,0,1,0.02,0.19,abugames,abugames,50,20,%
Urza's Avenger,Fourth Edition,0,1,0.1,0.24,magicdotcards,abugames,,25,%
Yotian Soldier,Fourth Edition,0,2,,0.14,,abugames,,70,%
Zephyr Falcon,Fourth Edition,0,1,,0.14,,abugames,,30,%
Aven Mindcensor,Future Sight,0,1,7.5,10.4,cardkingdom,isleofcards,21,3,%
Grove of the Burnwillows,Future Sight,0,1,49,65.24,cardkingdom,tcgplayer,12,,%
Nimbus Maze,Future Sight,0,2,10,29,cardkingdom,tcgplayer,17,,%
Slaughter Pact,Future Sight,0,1,6.49,9.41,isleofcards,isleofcards,10,2,%
Summoner's Pact,Future Sight,0,2,10,11.77,cardkingdom,isleofcards,10,3,%
Sword of the Meek,Future Sight,0,3,6.33,10.67,abugames,isleofcards,12,6,%
Tarmogoyf,Future Sight,0,1,114.9,164.15,isleofcards,isleofcards,6,4,%
"Venser, Shaper Savant",Future Sight,0,1,13.67,17.64,isleofcards,isleofcards,11,1,%
Alms Beast,Gatecrash,0,37,0.1,0.27,magicdotcards,tcgplayer,,,%
Angelic Skirmisher,Gatecrash,0,8,0.37,0.74,isleofcards,tcgplayer,2,,%
Assemble the Legion,Gatecrash,0,16,1.15,1.46,cardkingdom,isleofcards,41,2,%
Aurelia's Fury,Gatecrash,0,16,0.75,1.12,magicdotcards,isleofcards,,6,%
"Aurelia, the Warleader",Gatecrash,0,2,2.12,4.24,isleofcards,isleofcards,6,6,%
Biomass Mutation,Gatecrash,0,39,0.1,0.26,magicdotcards,tcgplayer,,,%
Biovisionary,Gatecrash,0,26,0.1,0.4,magicdotcards,isleofcards,,1,%
Blind Obedience,Gatecrash,0,25,1.17,1.96,isleofcards,isleofcards,9,3,%
Borborygmos Enraged,Gatecrash,0,25,0.5,1.04,adventureson,isleofcards,3,12,%
Boros Charm,Gatecrash,0,8,1.5,2.71,magicdotcards,isleofcards,,10,%
Boros Reckoner,Gatecrash,0,12,1.5,2.61,cardkingdom,isleofcards,29,7,%
Clan Defiance,Gatecrash,0,42,0.1,0.29,cardkingdom,tcgplayer,19,,%
Consuming Aberration,Gatecrash,0,2,2,2.94,magicdotcards,isleofcards,,6,%
Crypt Ghast,Gatecrash,0,8,1.26,2.39,adventureson,tcgplayer,27,,%
Deathpact Angel,Gatecrash,0,32,0.5,0.97,magicdotcards,tcgplayer,,,%
Diluvian Primordial,Gatecrash,0,58,0.17,0.32,adventureson,isleofcards,30,5,%
Duskmantle Seer,Gatecrash,0,27,0.25,0.78,adventureson,tcgplayer,15,,%
Enter the Infinite,Gatecrash,0,26,0.67,1.35,isleofcards,isleofcards,5,4,%
Fathom Mage,Gatecrash,0,44,0.2,0.42,adventureson,isleofcards,30,2,%
Firemane Avenger,Gatecrash,0,34,0.22,0.44,isleofcards,isleofcards,2,3,%
Five-Alarm Fire,Gatecrash,0,52,0.16,0.26,isleofcards,tcgplayer,10,,%
Foundry Champion,Gatecrash,0,58,0.1,0.26,magicdotcards,tcgplayer,,,%
Frontline Medic,Gatecrash,0,17,0.2,0.46,adventureson,tcgplayer,29,,%
Giant Adephage,Gatecrash,0,8,0.8,1.53,cardkingdom,tcgplayer,26,,%
Glaring Spotlight,Gatecrash,0,29,0.25,0.42,magicdotcards,tcgplayer,,,%
Godless Shrine,Gatecrash,0,1,7.8,10.54,isleofcards,tcgplayer,12,,%
Gruul Ragebeast,Gatecrash,0,52,0.1,0.25,magicdotcards,tcgplayer,,,%
Gyre Sage,Gatecrash,0,17,0.7,1.42,adventureson,tcgplayer,8,,%
Hellkite Tyrant,Gatecrash,0,3,1.5,3,cardkingdom,isleofcards,23,5,%
High Priest of Penance,Gatecrash,0,40,0.5,0.56,magicdotcards,isleofcards,,8,%
Illusionist's Bracers,Gatecrash,0,4,1,1.97,magicdotcards,tcgplayer,,,%
Immortal Servitude,Gatecrash,0,22,0.25,0.54,magicdotcards,isleofcards,,11,%
"Lazav, Dimir Mastermind",Gatecrash,0,7,1.49,2.47,abugames,isleofcards,16,6,%
Lord of the Void,Gatecrash,0,2,2.25,3.97,adventureson,isleofcards,20,11,%
Luminate Primordial,Gatecrash,0,22,0.16,0.33,isleofcards,isleofcards,1,6,%
Merciless Eviction,Gatecrash,0,45,0.5,0.98,cardkingdom,isleofcards,34,6,%
Mind Grind,Gatecrash,0,7,1,1.99,magicdotcards,isleofcards,,12,%
Molten Primordial,Gatecrash,0,27,0.13,0.26,isleofcards,tcgplayer,3,,%
Mystic Genesis,Gatecrash,0,50,0.1,0.27,magicdotcards,tcgplayer,,,%
Nightveil Specter,Gatecrash,0,13,0.25,0.92,magicdotcards,isleofcards,,10,%
"Obzedat, Ghost Council",Gatecrash,0,3,2.5,3.38,magicdotcards,tcgplayer,,,%
Ogre Slumlord,Gatecrash,0,31,0.25,0.45,magicdotcards,isleofcards,,6,%
Ooze Flux,Gatecrash,0,50,0.1,0.35,magicdotcards,tcgplayer,,,%
Prime Speaker Zegana,Gatecrash,0,11,0.69,1.39,isleofcards,isleofcards,3,8,%
Realmwright,Gatecrash,0,31,0.1,0.27,magicdotcards,tcgplayer,,,%
Rubblebelt Raiders,Gatecrash,0,17,0.1,0.29,magicdotcards,tcgplayer,,,%
Rubblehulk,Gatecrash,0,48,0.1,0.27,magicdotcards,tcgplayer,,,%
Sepulchral Primordial,Gatecrash,0,19,0.12,0.45,abugames,tcgplayer,20,,%
Signal the Clans,Gatecrash,0,41,0.1,0.28,magicdotcards,tcgplayer,,,%
Simic Manipulator,Gatecrash,0,42,0.1,0.32,magicdotcards,tcgplayer,,,%
Skarrg Goliath,Gatecrash,0,66,0.1,0.26,magicdotcards,tcgplayer,,,%
Skullcrack,Gatecrash,0,3,0.5,1.03,magicdotcards,tcgplayer,,,%
Soul Ransom,Gatecrash,0,59,0.1,0.32,magicdotcards,tcgplayer,,,%
Spark Trooper,Gatecrash,0,48,0.1,0.32,magicdotcards,tcgplayer,,,%
Stolen Identity,Gatecrash,0,24,0.17,0.44,adventureson,tcgplayer,9,,%
Sylvan Primordial,Gatecrash,0,25,0.25,0.47,magicdotcards,isleofcards,,8,%
Thespian's Stage,Gatecrash,0,6,1.5,2.7,magicdotcards,isleofcards,,12,%
Treasury Thrull,Gatecrash,0,49,0.1,0.26,adventureson,tcgplayer,28,,%
Undercity Plague,Gatecrash,0,56,0.1,0.26,magicdotcards,tcgplayer,,,%
Unexpected Results,Gatecrash,0,25,0.1,0.32,magicdotcards,tcgplayer,,,%
Whispering Madness,Gatecrash,0,40,0.1,0.29,cardkingdom,tcgplayer,24,,%
Wrecking Ogre,Gatecrash,0,56,0.1,0.26,magicdotcards,tcgplayer,,,%
Orzhov Pontiff,Guildpact,0,1,8.57,12.25,isleofcards,isleofcards,4,4,%
Abbey Matron,Homelands,0,1,,0.18,,tcgplayer,,,%
Ambush Party,Homelands,0,1,,0.17,,tcgplayer,,,%
An-Havva Township,Homelands,0,4,0.05,0.21,cardkingdom,tcgplayer,1,,%
Anaba Shaman,Homelands,0,1,,0.16,,tcgplayer,,,%
Aysen Abbey,Homelands,0,6,,0.21,,tcgplayer,,,%
Aysen Bureaucrats,Homelands,0,1,,0.18,,tcgplayer,,,%
Castle Sengir,Homelands,0,4,0.06,0.21,cardkingdom,tcgplayer,13,,%
Clockwork Gnomes,Homelands,0,1,,0.18,,tcgplayer,,,%
Didgeridoo,Homelands,0,1,1.01,1.79,abugames,tcgplayer,10,,%
Koskun Keep,Homelands,0,1,,0.2,,tcgplayer,,,%
Orcish Mine,Homelands,0,1,,0.2,,tcgplayer,,,%
Rashka the Slayer,Homelands,0,1,,0.21,,tcgplayer,,,%
Serra Paladin,Homelands,0,1,,0.18,,tcgplayer,,,%
Shrink,Homelands,0,2,,0.16,,tcgplayer,,,%
Spectral Bears,Homelands,0,1,0.01,0.21,magicdotcards,tcgplayer,,,%
Torture,Homelands,0,1,,0.18,,tcgplayer,,,%
Wizards' School,Homelands,0,6,,0.2,,tcgplayer,,,%
Adarkar Sentinel,Ice Age,0,1,,0.18,,tcgplayer,,,%
Adarkar Unicorn,Ice Age,0,1,,0.17,,tcgplayer,,,%
Adarkar Wastes,Ice Age,0,1,5.27,8.01,abugames,tcgplayer,20,,%
Arctic Foxes,Ice Age,0,1,,0.16,,tcgplayer,,,%
Arcum's Sleigh,Ice Age,0,1,,0.19,,tcgplayer,,,%
Arcum's Whistle,Ice Age,0,1,0.02,0.19,abugames,tcgplayer,50,,%
Armor of Faith,Ice Age,0,2,,0.16,,tcgplayer,,,%
Ashen Ghoul,Ice Age,0,1,0.05,0.28,magicdotcards,tcgplayer,,,%
Aurochs,Ice Age,0,1,,0.17,,tcgplayer,,,%
Balduvian Conjurer,Ice Age,0,1,,0.19,,tcgplayer,,,%
Balduvian Shaman,Ice Age,0,1,,0.15,,tcgplayer,,,%
Barbed Sextant,Ice Age,0,2,,0.15,,tcgplayer,,,%
Baton of Morale,Ice Age,0,1,,0.22,,tcgplayer,,,%
Battle Frenzy,Ice Age,0,2,,0.16,,tcgplayer,,,%
Blessed Wine,Ice Age,0,2,,0.15,,tcgplayer,,,%
Bone Shaman,Ice Age,0,2,,0.16,,tcgplayer,,,%
Brainstorm,Ice Age,0,1,0.5,0.97,magicdotcards,tcgplayer,,,%
Brine Shaman,Ice Age,0,2,,0.17,,tcgplayer,,,%
Brown Ouphe,Ice Age,0,2,,0.17,,tcgplayer,,,%
Brushland,Ice Age,0,1,4.5,6.51,cardkingdom,tcgplayer,31,,%
Circle of Protection: Black,Ice Age,0,1,,0.22,,tcgplayer,,,%
Circle of Protection: Green,Ice Age,0,2,,0.19,,tcgplayer,,,%
Circle of Protection: White,Ice Age,0,4,,0.15,,tcgplayer,,,%
Clairvoyance,Ice Age,0,2,,0.17,,tcgplayer,,,%
Cloak of Confusion,Ice Age,0,1,,0.17,,tcgplayer,,,%
Counterspell,Ice Age,0,1,0.5,1.13,magicdotcards,tcgplayer,,,%
Curse of Marit Lage,Ice Age,0,1,0.1,0.34,magicdotcards,tcgplayer,,,%
Dance of the Dead,Ice Age,0,1,0.69,1.4,abugames,tcgplayer,15,,%
Dark Ritual,Ice Age,0,1,0.5,0.62,magicdotcards,tcgplayer,,,%
Diabolic Vision,Ice Age,0,1,0.05,0.32,magicdotcards,tcgplayer,,,%
Disenchant,Ice Age,0,3,0.02,0.19,abugames,tcgplayer,50,,%
Dreams of the Dead,Ice Age,0,1,,0.2,,tcgplayer,,,%
Elemental Augury,Ice Age,0,1,0.1,0.37,magicdotcards,tcgplayer,,,%
Elvish Healer,Ice Age,0,2,,0.16,,tcgplayer,,,%
Enervate,Ice Age,0,6,,0.17,,tcgplayer,,,%
Errant Minion,Ice Age,0,2,,0.17,,tcgplayer,,,%
Errantry,Ice Age,0,1,,0.16,,tcgplayer,,,%
Essence Filter,Ice Age,0,1,,0.17,,tcgplayer,,,%
Essence Flare,Ice Age,0,1,,0.15,,tcgplayer,,,%
Fear,Ice Age,0,1,,0.16,,tcgplayer,,,%
Fiery Justice,Ice Age,0,1,0.1,0.34,magicdotcards,tcgplayer,,,%
Flame Spirit,Ice Age,0,2,,0.18,,tcgplayer,,,%
Flare,Ice Age,0,2,,0.17,,tcgplayer,,,%
Foxfire,Ice Age,0,1,,0.16,,tcgplayer,,,%
Fylgja,Ice Age,0,1,,0.16,,tcgplayer,,,%
Fyndhorn Bow,Ice Age,0,1,,0.19,,tcgplayer,,,%
Fyndhorn Brownie,Ice Age,0,1,,0.17,,tcgplayer,,,%
Fyndhorn Elves,Ice Age,0,2,0.27,0.66,abugames,tcgplayer,12,,%
Gangrenous Zombies,Ice Age,0,1,,0.16,,tcgplayer,,,%
Giant Growth,Ice Age,0,2,,0.19,,tcgplayer,,,%
Glacial Chasm,Ice Age,0,3,0.17,0.59,abugames,tcgplayer,15,,%
Goblin Sappers,Ice Age,0,1,,0.17,,tcgplayer,,,%
Gorilla Pack,Ice Age,0,1,,0.17,,tcgplayer,,,%
Gravebind,Ice Age,0,1,0.1,0.37,magicdotcards,tcgplayer,,,%
Heal,Ice Age,0,4,,0.17,,tcgplayer,,,%
Hecatomb,Ice Age,0,1,0.25,0.49,magicdotcards,tcgplayer,,,%
Hipparion,Ice Age,0,1,,0.19,,tcgplayer,,,%
Hoar Shade,Ice Age,0,1,,0.17,,tcgplayer,,,%
Hyalopterous Lemure,Ice Age,0,1,,0.19,,tcgplayer,,,%
Hydroblast,Ice Age,0,2,0.21,0.61,abugames,tcgplayer,10,,%
Ice Floe,Ice Age,0,1,0.06,0.28,cardkingdom,tcgplayer,6,,%
Icequake,Ice Age,0,2,0.11,0.35,cardkingdom,tcgplayer,49,,%
Icy Manipulator,Ice Age,0,1,0.25,0.36,magicdotcards,tcgplayer,,,%
Illusionary Forces,Ice Age,0,2,,0.16,,tcgplayer,,,%
Illusions of Grandeur,Ice Age,0,1,2.75,5.14,cardkingdom,tcgplayer,15,,%
Imposing Visage,Ice Age,0,3,,0.17,,tcgplayer,,,%
Incinerate,Ice Age,0,3,0.05,0.2,magicdotcards,tcgplayer,,,%
Infuse,Ice Age,0,3,,0.17,,tcgplayer,,,%
Jester's Cap,Ice Age,0,2,1.49,2.01,abugames,tcgplayer,12,,%
Juniper Order Druid,Ice Age,0,2,,0.17,,tcgplayer,,,%
Karplusan Forest,Ice Age,0,1,4.13,7.21,abugames,tcgplayer,12,,%
Kelsinko Ranger,Ice Age,0,1,,0.16,,tcgplayer,,,%
Kjeldoran Dead,Ice Age,0,2,0.02,0.17,abugames,tcgplayer,50,,%
Kjeldoran Guard,Ice Age,0,1,,0.17,,tcgplayer,,,%
Kjeldoran Warrior,Ice Age,0,1,,0.16,,tcgplayer,,,%
Krovikan Sorcerer,Ice Age,0,1,,0.17,,tcgplayer,,,%
Krovikan Vampire,Ice Age,0,4,0.05,0.31,magicdotcards,tcgplayer,,,%
Land Cap,Ice Age,0,2,0.12,0.34,abugames,tcgplayer,8,,%
Lapis Lazuli Talisman,Ice Age,0,1,,0.19,,tcgplayer,,,%
Melee,Ice Age,0,1,,0.19,,tcgplayer,,,%
Meteor Shower,Ice Age,0,2,,0.17,,tcgplayer,,,%
Mind Ravel,Ice Age,0,2,,0.16,,tcgplayer,,,%
Mole Worms,Ice Age,0,1,,0.2,,tcgplayer,,,%
Mountain Goat,Ice Age,0,1,,0.17,,tcgplayer,,,%
Nacre Talisman,Ice Age,0,1,,0.19,,tcgplayer,,,%
Necropotence,Ice Age,0,3,5.62,8.93,abugames,tcgplayer,12,,%
Norritt,Ice Age,0,1,,0.16,,tcgplayer,,,%
Orcish Farmer,Ice Age,0,1,,0.16,,tcgplayer,,,%
Orcish Librarian,Ice Age,0,1,0.1,0.31,magicdotcards,tcgplayer,,,%
Orcish Lumberjack,Ice Age,0,1,,0.17,,tcgplayer,,,%
Order of the White Shield,Ice Age,0,1,,0.27,,tcgplayer,,,%
Pestilence Rats,Ice Age,0,1,0.06,0.19,cardkingdom,tcgplayer,5,,%
Pit Trap,Ice Age,0,1,,0.19,,tcgplayer,,,%
Portent,Ice Age,0,3,0.05,0.18,magicdotcards,tcgplayer,,,%
Prismatic Ward,Ice Age,0,1,,0.16,,tcgplayer,,,%
Pyknite,Ice Age,0,2,,0.17,,tcgplayer,,,%
Pyroblast,Ice Age,0,1,0.4,1.71,adventureson,tcgplayer,40,,%
Pyroclasm,Ice Age,0,1,0.36,0.79,abugames,tcgplayer,10,,%
Rally,Ice Age,0,2,,0.17,,tcgplayer,,,%
Ray of Command,Ice Age,0,1,,0.17,,tcgplayer,,,%
Reality Twist,Ice Age,0,1,0.25,0.36,magicdotcards,tcgplayer,,,%
River Delta,Ice Age,0,2,0.12,0.36,abugames,tcgplayer,12,,%
Runed Arch,Ice Age,0,1,0.1,0.32,magicdotcards,tcgplayer,,,%
Seizures,Ice Age,0,1,,0.17,,tcgplayer,,,%
Shambling Strider,Ice Age,0,1,,0.17,,tcgplayer,,,%
Shield Bearer,Ice Age,0,1,,0.17,,tcgplayer,,,%
Skeleton Ship,Ice Age,0,1,0.29,0.66,abugames,tcgplayer,12,,%
Snow Devil,Ice Age,0,1,,0.17,,tcgplayer,,,%
Snow Fortress,Ice Age,0,1,0.1,0.34,magicdotcards,tcgplayer,,,%
Snow Hound,Ice Age,0,1,0.02,0.2,abugames,tcgplayer,99,,%
Snowfall,Ice Age,0,1,,0.17,,tcgplayer,,,%
Soldevi Simulacrum,Ice Age,0,1,,0.19,,tcgplayer,,,%
Soul Barrier,Ice Age,0,2,,0.23,,tcgplayer,,,%
Soul Burn,Ice Age,0,1,,0.17,,tcgplayer,,,%
Soul Kiss,Ice Age,0,4,,0.14,,tcgplayer,,,%
Spectral Shield,Ice Age,0,1,0.06,0.2,cardkingdom,tcgplayer,1,,%
Stone Rain,Ice Age,0,1,0.09,0.16,abugames,tcgplayer,15,,%
Swords to Plowshares,Ice Age,0,1,1.5,2.69,magicdotcards,tcgplayer,,,%
Tarpan,Ice Age,0,2,,0.17,,tcgplayer,,,%
Timberline Ridge,Ice Age,0,2,0.12,0.36,abugames,tcgplayer,8,,%
Tinder Wall,Ice Age,0,3,0.02,0.22,abugames,tcgplayer,99,,%
Tor Giant,Ice Age,0,1,,0.17,,tcgplayer,,,%
Touch of Death,Ice Age,0,1,,0.17,,tcgplayer,,,%
Touch of Vitae,Ice Age,0,1,,0.19,,tcgplayer,,,%
Underground River,Ice Age,0,1,2.5,4.7,cardkingdom,tcgplayer,15,,%
Updraft,Ice Age,0,1,,0.2,,tcgplayer,,,%
Urza's Bauble,Ice Age,0,2,0.1,0.24,magicdotcards,tcgplayer,,,%
Vexing Arcanix,Ice Age,0,1,0.1,0.31,magicdotcards,tcgplayer,,,%
Vibrating Sphere,Ice Age,0,1,0.1,0.3,magicdotcards,tcgplayer,,,%
Wall of Shields,Ice Age,0,1,,0.2,,tcgplayer,,,%
Warning,Ice Age,0,1,,0.17,,tcgplayer,,,%
Whiteout,Ice Age,0,1,,0.19,,tcgplayer,,,%
Wings of Aesthir,Ice Age,0,1,0.06,0.2,cardkingdom,tcgplayer,1,,%
Woolly Spider,Ice Age,0,1,0.06,0.15,cardkingdom,tcgplayer,2,,%
Word of Undoing,Ice Age,0,1,,0.17,,tcgplayer,,,%
Zuran Enchanter,Ice Age,0,2,,0.17,,tcgplayer,,,%
Angel of Flight Alabaster,Innistrad,0,44,0.1,0.36,magicdotcards,tcgplayer,,,%
Angelic Overseer,Innistrad,0,1,1.5,2.22,cardkingdom,isleofcards,16,12,%
Army of the Damned,Innistrad,0,3,1.62,2.5,isleofcards,isleofcards,10,1,%
Back from the Brink,Innistrad,0,40,0.14,0.28,isleofcards,tcgplayer,3,,%
Blasphemous Act,Innistrad,0,23,1.23,2.7,adventureson,isleofcards,20,11,%
Bloodgift Demon,Innistrad,0,9,0.25,0.55,magicdotcards,isleofcards,,9,%
Cackling Counterpart,Innistrad,0,24,0.1,0.44,cardkingdom,tcgplayer,21,,%
Champion of the Parish,Innistrad,0,2,2,2.52,magicdotcards,isleofcards,,3,%
Charmbreaker Devils,Innistrad,0,37,0.16,0.3,isleofcards,isleofcards,7,3,%
Clifftop Retreat,Innistrad,0,2,3.7,4.85,cardkingdom,isleofcards,36,3,%
Creeping Renaissance,Innistrad,0,31,0.21,0.34,adventureson,tcgplayer,17,,%
Creepy Doll,Innistrad,0,21,0.1,0.38,magicdotcards,tcgplayer,,,%
Curse of Death's Hold,Innistrad,0,45,0.18,0.46,adventureson,isleofcards,20,10,%
Curse of Stalked Prey,Innistrad,0,33,0.18,0.37,isleofcards,isleofcards,1,4,%
Daybreak Ranger,Innistrad,0,39,0.29,0.52,abugames,isleofcards,16,1,%
Dearly Departed,Innistrad,0,36,0.1,0.35,magicdotcards,tcgplayer,,,%
Devil's Play,Innistrad,0,26,0.16,0.32,isleofcards,tcgplayer,4,,%
Divine Reckoning,Innistrad,0,36,0.15,0.3,adventureson,tcgplayer,10,,%
Elder of Laurels,Innistrad,0,43,0.1,0.28,magicdotcards,tcgplayer,,,%
Elite Inquisitor,Innistrad,0,34,0.25,0.4,cardkingdom,tcgplayer,24,,%
Endless Ranks of the Dead,Innistrad,0,1,3,4.87,magicdotcards,tcgplayer,,,%
Essence of the Wild,Innistrad,0,33,0.4,0.74,cardkingdom,tcgplayer,28,,%
Evil Twin,Innistrad,0,31,0.25,0.58,magicdotcards,isleofcards,,6,%
Falkenrath Marauders,Innistrad,0,42,0.13,0.39,adventureson,tcgplayer,13,,%
Gavony Township,Innistrad,0,1,3.57,5.95,isleofcards,isleofcards,1,9,%
Geist of Saint Traft,Innistrad,0,8,6.4,8.74,cardkingdom,isleofcards,24,5,%
Geist-Honored Monk,Innistrad,0,37,0.1,0.3,magicdotcards,tcgplayer,,,%
"Grimgrin, Corpse-Born",Innistrad,0,27,2.5,3.76,adventureson,isleofcards,20,12,%
Grimoire of the Dead,Innistrad,0,1,2,3.21,magicdotcards,isleofcards,,4,%
Gutter Grime,Innistrad,0,38,0.1,0.35,magicdotcards,isleofcards,,4,%
Heartless Summoning,Innistrad,0,33,0.65,1.52,abugames,isleofcards,16,12,%
Heretic's Punishment,Innistrad,0,43,0.17,0.34,isleofcards,isleofcards,4,5,%
Hinterland Harbor,Innistrad,0,4,3.29,5.11,adventureson,isleofcards,21,5,%
Instigator Gang,Innistrad,0,28,0.51,0.85,isleofcards,isleofcards,9,1,%
Isolated Chapel,Innistrad,0,10,2.18,3.39,abugames,isleofcards,16,5,%
Kessig Cagebreakers,Innistrad,0,41,0.1,0.34,magicdotcards,tcgplayer,,,%
Kessig Wolf Run,Innistrad,0,1,1.33,2.26,abugames,isleofcards,12,10,%
Kruin Outlaw,Innistrad,0,3,0.87,1.96,adventureson,isleofcards,12,12,%
Laboratory Maniac,Innistrad,0,6,1.5,3.05,magicdotcards,tcgplayer,,,%
Ludevic's Test Subject,Innistrad,0,12,0.16,0.34,cardkingdom,tcgplayer,25,,%
Manor Gargoyle,Innistrad,0,34,0.14,0.28,isleofcards,tcgplayer,6,,%
Mentor of the Meek,Innistrad,0,13,0.45,1.04,cardkingdom,isleofcards,34,12,%
"Mikaeus, the Lunarch",Innistrad,0,2,2.34,3.61,isleofcards,isleofcards,10,2,%
Mindshrieker,Innistrad,0,26,0.19,0.38,isleofcards,isleofcards,1,2,%
Mirror-Mad Phantasm,Innistrad,0,29,0.4,0.68,isleofcards,tcgplayer,8,,%
Moldgraf Monstrosity,Innistrad,0,38,0.1,0.37,magicdotcards,isleofcards,,6,%
Moorland Haunt,Innistrad,0,33,0.1,0.29,cardkingdom,tcgplayer,24,,%
Nephalia Drownyard,Innistrad,0,20,0.14,0.45,abugames,isleofcards,30,11,%
Nevermore,Innistrad,0,39,0.39,0.74,abugames,isleofcards,16,7,%
Olivia Voldaren,Innistrad,0,3,6.07,9.34,isleofcards,isleofcards,1,8,%
Parallel Lives,Innistrad,0,1,4.34,7.24,isleofcards,isleofcards,4,6,%
Past in Flames,Innistrad,0,9,4.5,8.99,adventureson,tcgplayer,19,,%
Reaper from the Abyss,Innistrad,0,2,0.66,1.33,isleofcards,isleofcards,3,6,%
Rooftop Storm,Innistrad,0,14,0.5,0.87,magicdotcards,isleofcards,,10,%
Runechanter's Pike,Innistrad,0,39,0.21,0.42,isleofcards,isleofcards,5,2,%
Sever the Bloodline,Innistrad,0,28,0.1,0.35,magicdotcards,isleofcards,,7,%
Skaab Ruinator,Innistrad,0,8,0.65,1.3,isleofcards,isleofcards,3,5,%
Skirsdag High Priest,Innistrad,0,18,0.21,0.43,isleofcards,isleofcards,1,1,%
Splinterfright,Innistrad,0,27,0.25,0.38,magicdotcards,tcgplayer,,,%
Stensia Bloodhall,Innistrad,0,38,0.1,0.28,magicdotcards,tcgplayer,,,%
Stony Silence,Innistrad,0,20,5.4,10.04,adventureson,isleofcards,14,12,%
Stromkirk Noble,Innistrad,0,27,0.5,0.83,magicdotcards,isleofcards,,12,%
Sturmgeist,Innistrad,0,44,0.12,0.35,adventureson,tcgplayer,2,,%
Sulfur Falls,Innistrad,0,5,5.35,8.92,isleofcards,isleofcards,3,8,%
Unbreathing Horde,Innistrad,0,8,0.25,1.11,magicdotcards,tcgplayer,,,%
Undead Alchemist,Innistrad,0,14,0.42,0.85,isleofcards,isleofcards,1,7,%
Woodland Cemetery,Innistrad,0,3,3.58,5.42,abugames,isleofcards,16,4,%
